"Year,""Lg"",""Rd"",""Pk"",""Tm"",""Player"",""Pos"",""College"",""From"",""To"",""G"",""MP"",""PTS"",""TRB"",""AST"",""STL"",""BLK"",""FG%"",""2P%"",""3P%"",""FT%"",""WS"",""WS/48"""
"2000,""NBA"",1,29,""LAL"",""Mark Madsen"",""F"",""Stanford University"",2001,2009,453,11.8,2.2,2.6,0.4,0.3,0.2,0.457,0.465,0.063,0.527,8.2,0.074"
"2010,""NBA"",2,55,""UTA"",""Jeremy Evans"",""F"",""Western Kentucky University"",2011,2018,250,10.5,3.5,2.6,0.4,0.4,0.5,0.569,0.583,0.231,0.687,8.2,0.15"
"2015,""NBA"",1,12,""UTA"",""Trey Lyles"",""F"",""University of Kentucky"",2016,2019,288,17.5,7.6,3.9,1.1,0.4,0.3,0.431,0.495,0.331,0.705,8.1,0.077"
"2014,""NBA"",1,13,""MIN"",""Zach LaVine"",""G"",""University of California Los Angeles"",2015,2019,293,29.9,16.1,3.4,3.5,0.8,0.2,0.446,0.481,0.373,0.824,8,0.044"
"2003,""NBA"",1,9,""NYK"",""Mike Sweetney"",""F"",""Georgetown University"",2004,2007,233,15.5,6.5,4.5,0.6,0.3,0.5,0.485,0.485,0,0.689,7.8,0.103"
"2005,""NBA"",1,16,""TOR"",""Joey Graham"",""F"",""Oklahoma State University"",2006,2011,377,16.2,5.9,2.8,0.5,0.4,0.1,0.483,0.503,0.3,0.815,7.8,0.061"
"2015,""NBA"",1,10,""MIA"",""Justise Winslow"",""F"",""Duke University"",2016,2019,230,28.2,8.9,5.3,2.7,1,0.4,0.419,0.448,0.343,0.644,7.8,0.057"
"2015,""NBA"",2,35,""PHI"",""Willy Hernang?mez"",""C"","""",2017,2019,178,14.8,7,5.6,1.1,0.4,0.4,0.53,0.543,0.364,0.696,7.8,0.142"
"2001,""NBA"",2,35,""NJN"",""Brian Scalabrine"",""F"",""University of Southern California"",2002,2012,520,13,3.1,2,0.8,0.3,0.2,0.39,0.415,0.344,0.783,7.6,0.054"
"2008,""NBA"",1,20,""CHA"",""Alexis Ajin?a"",""C-F"","""",2009,2017,293,13.3,5.3,3.9,0.5,0.3,0.6,0.503,0.51,0.286,0.797,7.5,0.093"
"2007,""NBA"",1,1,""POR"",""Greg Oden"",""C"",""Ohio State University"",2009,2014,105,19.3,8,6.2,0.5,0.4,1.2,0.574,0.574,"""",0.658,7.3,0.174"
"2015,""NBA"",2,46,""MIL"",""Norman Powell"",""G"",""University of California Los Angeles"",2016,2019,255,16.8,7.1,2.1,1.2,0.6,0.2,0.442,0.51,0.345,0.807,7.3,0.082"
"2006,""NBA"",1,20,""NYK"",""Renaldo Balkman"",""F"",""University of South Carolina"",2007,2012,221,13.9,4,3.5,0.6,0.7,0.5,0.51,0.543,0.172,0.542,7.2,0.113"
"2010,""NBA"",1,16,""MIN"",""Luke Babbitt"",""F"",""University of Nevada Reno"",2011,2018,381,14,4.8,2.2,0.6,0.2,0.2,0.408,0.417,0.402,0.747,7.2,0.065"
"2003,""NBA"",1,2,""DET"",""Darko Mili?i?"",""F-C"","""",2004,2013,468,18.5,6,4.2,0.9,0.4,1.3,0.46,0.461,0,0.574,7.1,0.04"
"2011,""NBA"",1,20,""MIN"",""Donatas Motiej?nas"",""F-C"","""",2013,2019,251,18.2,7.3,3.8,1.1,0.5,0.3,0.469,0.529,0.3,0.597,7.1,0.075"
"2003,""NBA"",1,19,""UTA"",""Sasha Pavlovi?"",""G-F"","""",2004,2013,567,15.7,4.9,1.8,0.9,0.5,0.2,0.404,0.433,0.346,0.673,7,0.038"
"2017,""NBA"",1,27,""BRK"",""Kyle Kuzma"",""F"",""University of Utah"",2018,2019,147,32.1,17.3,5.9,2.2,0.6,0.4,0.453,0.533,0.335,0.731,7,0.071"
"2013,""NBA"",2,39,""POR"",""Jeff Withey"",""C"",""University of Kansas"",2014,2018,206,10.1,3.2,2.5,0.3,0.3,0.8,0.525,0.537,0.143,0.716,6.8,0.157"
"2015,""NBA"",2,41,""BRK"",""Pat Connaughton"",""G"",""University of Notre Dame"",2016,2019,216,14.9,4.6,2.3,1.2,0.3,0.2,0.439,0.544,0.349,0.796,6.8,0.101"
"2006,""NBA"",1,17,""IND"",""Shawne Williams"",""F"",""University of Memphis"",2007,2015,314,17.1,5.6,3,0.7,0.4,0.5,0.403,0.469,0.339,0.755,6.7,0.06"
"2003,""NBA"",1,13,""MEM"",""Marcus Banks"",""G"",""University of Nevada Las Vegas"",2004,2011,348,16,5.9,1.5,2.1,0.8,0.2,0.432,0.462,0.327,0.768,6.6,0.057"
"2015,""NBA"",1,2,""LAL"",""D'Angelo Russell"",""G"",""Ohio State University"",2016,2019,272,28.5,16.5,3.7,5.1,1.2,0.2,0.419,0.465,0.353,0.762,6.6,0.041"
"2005,""NBA"",1,9,""GSW"",""Ike Diogu"",""F"",""Arizona State University"",2006,2012,225,12.4,6,3.1,0.3,0.2,0.3,0.509,0.509,0.5,0.786,6.5,0.112"
"2000,""NBA"",1,6,""ATL"",""DerMarr Johnson"",""F"",""University of Cincinnati"",2001,2008,344,17.2,6.2,2.2,0.9,0.6,0.4,0.411,0.469,0.336,0.789,6.4,0.052"
"2014,""NBA"",1,24,""CHH"",""Shabazz Napier"",""G"",""University of Connecticut"",2015,2019,289,16.1,6.4,1.7,2,0.8,0.1,0.393,0.429,0.354,0.812,6.4,0.066"
"2017,""NBA"",2,51,""DEN"",""Monte Morris"",""G"",""Iowa State University"",2018,2019,85,23.5,10.1,2.3,3.6,0.9,0,0.494,0.533,0.412,0.807,6.4,0.153"
"2009,""NBA"",2,31,""SAC"",""Jeff Ayres"",""F"",""Arizona State University"",2010,2016,237,9.8,2.9,2.7,0.4,0.2,0.3,0.553,0.554,0.4,0.776,6.3,0.131"
"2010,""NBA"",1,27,""NJN"",""Jordan Crawford"",""G"",""Xavier University"",2011,2018,281,24.4,12.2,2.5,3.1,0.7,0.1,0.411,0.458,0.317,0.826,6.3,0.044"
"2002,""NBA"",1,22,""PHO"",""Casey Jacobsen"",""G-F"",""Stanford University"",2003,2008,287,18.5,5.2,1.8,1.1,0.4,0.1,0.393,0.433,0.352,0.769,6.2,0.056"
"2006,""NBA"",1,16,""CHI"",""Rodney Carney"",""F"",""University of Memphis"",2007,2011,299,15.4,5.9,2,0.4,0.5,0.3,0.422,0.471,0.338,0.704,6.2,0.064"
"2007,""NBA"",2,49,""CHI"",""Aaron Gray"",""C"",""University of Pittsburgh"",2008,2014,318,12.1,3.4,3.7,0.7,0.3,0.3,0.509,0.511,0,0.562,6.2,0.077"
"2002,""NBA"",1,17,""WAS"",""Juan Dixon"",""G"",""University of Maryland"",2003,2009,436,19.5,8.4,1.9,1.8,0.8,0.1,0.413,0.442,0.341,0.833,6.1,0.034"
"2007,""NBA"",1,14,""LAC"",""Al Thornton"",""F"",""Florida State University"",2008,2011,296,28,11.9,4.2,1.2,0.6,0.5,0.452,0.467,0.293,0.747,6.1,0.035"
"2017,""NBA"",1,7,""MIN"",""Lauri Markkanen"",""F-C"",""University of Arizona"",2018,2019,120,30.9,16.7,8.2,1.3,0.6,0.6,0.432,0.488,0.362,0.859,6.1,0.079"
"2018,""NBA"",2,36,""NYK"",""Mitchell Robinson"",""C"","""",2019,2019,66,20.6,7.3,6.4,0.6,0.8,2.4,0.694,0.694,"""",0.6,6.1,0.217"
"2013,""NBA"",1,16,""BOS"",""Lucas Nogueira"",""C"","""",2015,2018,141,12.4,3.2,2.8,0.5,0.6,1,0.632,0.681,0.265,0.64,6,0.165"
"2002,""NBA"",1,28,""SAC"",""Dan Dickau"",""G"",""Gonzaga University"",2003,2008,300,15.4,5.8,1.4,2.5,0.5,0,0.401,0.432,0.341,0.831,5.9,0.061"
"2010,""NBA"",1,17,""CHI"",""Kevin S?raphin"",""F"","""",2011,2017,423,15.2,5.9,3.5,0.6,0.2,0.7,0.489,0.491,0,0.715,5.9,0.044"
"2012,""NBA"",1,30,""GSW"",""Festus Ezeli"",""C"",""Vanderbilt University"",2013,2016,170,14.1,4.2,4.3,0.4,0.3,1,0.513,0.513,"""",0.557,5.9,0.119"
"2012,""NBA"",2,46,""NOH"",""Darius Miller"",""F"",""University of Kentucky"",2013,2019,253,20.4,6,1.7,1.4,0.4,0.2,0.418,0.495,0.382,0.83,5.9,0.055"
"2008,""NBA"",1,14,""GSW"",""Anthony Randolph"",""F"",""Louisiana State University"",2009,2014,252,15.2,7.1,4.3,0.7,0.6,0.9,0.453,0.466,0.241,0.74,5.8,0.072"
"2016,""NBA"",1,20,""IND"",""Caris LeVert"",""G-F"",""University of Michigan"",2017,2019,168,24.8,11.1,3.6,3.4,1,0.3,0.437,0.499,0.329,0.707,5.8,0.066"
"2018,""NBA"",1,1,""PHO"",""Deandre Ayton"",""C"",""University of Arizona"",2019,2019,71,30.7,16.3,10.3,1.8,0.9,0.9,0.585,0.588,0,0.746,5.8,0.128"
"2002,""NBA"",1,16,""PHI"",""Ji?? Welsch"",""G"","""",2003,2006,247,18.6,6.1,2.4,1.5,0.8,0.1,0.403,0.425,0.343,0.752,5.7,0.059"
"2005,""NBA"",2,38,""ORL"",""Travis Diener"",""G"",""Marquette University"",2006,2010,179,14.9,4.8,1.4,2.4,0.4,0.1,0.388,0.442,0.353,0.847,5.6,0.102"
"2014,""NBA"",1,27,""PHO"",""Bogdan Bogdanovi?"",""G"","""",2018,2019,148,27.9,12.9,3.1,3.5,1,0.2,0.431,0.473,0.375,0.833,5.6,0.065"
"2017,""NBA"",2,42,""UTA"",""Thomas Bryant"",""C"",""Indiana University"",2018,2019,87,18,9,5.4,1.1,0.3,0.8,0.606,0.684,0.312,0.767,5.6,0.172"
"2005,""NBA"",1,25,""SEA"",""Johan Petro"",""C"","""",2006,2013,473,15.4,4.7,3.9,0.5,0.4,0.5,0.462,0.464,0.154,0.678,5.5,0.037"
"2017,""NBA"",1,30,""UTA"",""Josh Hart"",""G"",""Villanova University"",2018,2019,130,24.4,7.9,3.9,1.3,0.9,0.4,0.435,0.53,0.361,0.695,5.5,0.083"
"2008,""NBA"",2,40,""NJN"",""Chris Douglas-Roberts"",""G"",""University of Memphis"",2009,2015,222,19.7,7.1,2.1,1.1,0.6,0.2,0.439,0.465,0.329,0.831,5.4,0.059"
"2015,""NBA"",1,18,""HOU"",""Sam Dekker"",""F"",""University of Wisconsin"",2016,2019,200,15.5,5.5,3,0.8,0.5,0.2,0.478,0.57,0.288,0.606,5.4,0.083"
"2015,""NBA"",1,3,""PHI"",""Jahlil Okafor"",""C-F"",""Duke University"",2016,2019,190,21.1,11.5,5.1,0.9,0.3,0.9,0.53,0.533,0.2,0.679,5.3,0.063"
"2016,""NBA"",2,32,""LAL"",""Ivica Zubac"",""C"","""",2017,2019,140,14.7,6.9,4.6,0.8,0.3,0.7,0.54,0.543,0,0.761,5.3,0.124"
"2009,""NBA"",2,36,""MEM"",""Sam Young"",""F"",""University of Pittsburgh"",2010,2013,249,15.9,5.8,2.3,0.7,0.5,0.2,0.442,0.468,0.28,0.742,5.2,0.063"
"2013,""NBA"",1,11,""PHI"",""Michael Carter-Williams"",""G"",""Syracuse University"",2014,2019,315,26.2,10.9,4.5,4.6,1.3,0.6,0.401,0.433,0.251,0.702,5.2,0.03"
"2013,""NBA"",2,55,""MEM"",""Joffrey Lauvergne"",""C-F"","""",2015,2018,208,13.6,5.6,3.8,0.9,0.3,0.2,0.479,0.52,0.285,0.719,5.2,0.089"
"2016,""NBA"",1,15,""DEN"",""Juan Hernang?mez"",""F"","""",2017,2019,157,15.8,5.1,3.2,0.6,0.4,0.2,0.437,0.528,0.366,0.764,5.1,0.1"
"2017,""NBA"",1,12,""DET"",""Luke Kennard"",""G"",""Duke University"",2018,2019,136,21.3,8.6,2.6,1.8,0.5,0.2,0.441,0.474,0.403,0.847,5.1,0.085"
"2004,""NBA"",1,13,""POR"",""Sebastian Telfair"",""G"","""",2005,2015,564,21.5,7.4,1.6,3.5,0.7,0.1,0.39,0.419,0.319,0.777,5,0.02"
"2006,""NBA"",2,33,""ATL"",""Solomon Jones"",""F"",""University of South Florida"",2007,2014,281,11,3,2.3,0.4,0.2,0.5,0.467,0.472,0.111,0.717,5,0.078"
"2008,""NBA"",2,47,""WAS"",""Henry Walker"",""F"",""Kansas State University"",2009,2015,181,16.7,6,2.2,0.8,0.5,0.1,0.446,0.56,0.369,0.76,5,0.079"
"2013,""NBA"",2,32,""OKC"",""?lex Abrines"",""G-F"","""",2017,2019,174,16,5.3,1.4,0.5,0.5,0.1,0.387,0.443,0.368,0.88,5,0.086"
"2016,""NBA"",1,19,""DEN"",""Malik Beasley"",""G"",""Florida State University"",2017,2019,165,15.9,7.2,1.7,0.8,0.5,0.1,0.461,0.539,0.388,0.789,5,0.092"
"2016,""NBA"",2,33,""LAC"",""Cheick Diallo"",""F"",""University of Kansas"",2017,2019,133,12.6,5.5,4.6,0.4,0.3,0.5,0.585,0.588,0.25,0.747,5,0.142"
"2017,""NBA"",1,5,""SAC"",""De'Aaron Fox"",""G"",""University of Kentucky"",2018,2019,154,29.7,14.6,3.3,5.9,1.3,0.4,0.439,0.462,0.345,0.725,5,0.053"
"2017,""NBA"",1,23,""TOR"",""OG Anunoby"",""F"",""Indiana University"",2018,2019,141,20.1,6.4,2.7,0.7,0.7,0.3,0.461,0.587,0.351,0.605,5,0.085"
"2007,""NBA"",1,21,""PHI"",""Daequan Cook"",""G"",""Ohio State University"",2008,2013,328,18.3,6.4,2.1,0.7,0.4,0.1,0.369,0.383,0.359,0.813,4.9,0.039"
"2018,""NBA"",1,3,""ATL"",""Luka Don?i?"",""G-F"","""",2019,2019,72,32.2,21.2,7.8,6,1.1,0.3,0.427,0.503,0.327,0.713,4.9,0.101"
"2009,""NBA"",1,2,""MEM"",""Hasheem Thabeet"",""C"",""University of Connecticut"",2010,2014,224,10.5,2.2,2.7,0.1,0.3,0.8,0.567,0.567,"""",0.578,4.8,0.099"
"2009,""NBA"",1,25,""OKC"",""Rodrigue Beaubois"",""G"","""",2010,2013,182,15.9,7.1,1.9,2.1,0.7,0.3,0.439,0.5,0.325,0.81,4.8,0.079"
"2016,""NBA"",1,10,""MIL"",""Thon Maker"",""F-C"","""",2017,2019,195,14.2,4.6,2.8,0.6,0.4,0.7,0.421,0.493,0.326,0.677,4.8,0.083"
"2000,""NBA"",1,22,""NYK"",""Donnell Harvey"",""F"",""University of Florida"",2001,2005,205,16.2,5.6,4,0.8,0.5,0.4,0.46,0.464,0.1,0.659,4.7,0.069"
"2009,""NBA"",2,52,""IND"",""A.J. Price"",""G"",""University of Connecticut"",2010,2015,261,15.1,5.8,1.4,2.2,0.5,0,0.38,0.439,0.316,0.742,4.7,0.058"
"2014,""NBA"",2,40,""MIN"",""Glenn Robinson"",""G-F"",""University of Michigan"",2015,2019,219,14.4,4.4,2.1,0.6,0.4,0.2,0.439,0.48,0.361,0.726,4.7,0.072"
"2015,""NBA"",1,21,""DAL"",""Justin Anderson"",""G"",""University of Virginia"",2016,2019,216,13.2,5.3,2.6,0.7,0.4,0.3,0.419,0.523,0.302,0.778,4.7,0.079"
"2012,""NBA"",1,5,""SAC"",""Thomas Robinson"",""F"",""University of Kansas"",2013,2017,313,13.4,4.9,4.8,0.6,0.5,0.4,0.47,0.472,0,0.505,4.6,0.053"
"2013,""NBA"",1,7,""SAC"",""Ben McLemore"",""G"",""University of Kansas"",2014,2019,368,23.7,8.8,2.5,1.1,0.7,0.2,0.417,0.466,0.353,0.783,4.6,0.025"
"2013,""NBA"",2,47,""ATL"",""Raul Neto"",""G"","""",2016,2019,199,14.2,4.8,1.3,1.9,0.6,0.1,0.443,0.482,0.377,0.776,4.6,0.078"
"2016,""NBA"",1,12,""UTA"",""Taurean Waller-Prince"",""F"",""Baylor University"",2017,2019,196,25.5,11.4,3.8,2,0.9,0.4,0.427,0.468,0.38,0.823,4.6,0.044"
"2004,""NBA"",1,16,""UTA"",""Kirk Snyder"",""G"",""University of Nevada Reno"",2005,2008,211,16.8,6.3,2.3,1.1,0.4,0.3,0.438,0.475,0.327,0.699,4.5,0.061"
"2004,""NBA"",2,37,""ATL"",""Royal Ivey"",""G"",""University of Texas at Austin"",2005,2014,492,12.5,3.3,1.1,1,0.5,0.1,0.406,0.425,0.361,0.706,4.5,0.035"
"2009,""NBA"",1,15,""DET"",""Austin Daye"",""F"",""Gonzaga University"",2010,2015,293,14.1,5.2,2.6,0.7,0.4,0.4,0.402,0.433,0.351,0.778,4.5,0.053"
"2009,""NBA"",2,40,""CHA"",""Derrick Brown"",""F"",""Xavier University"",2010,2012,171,14.9,5.2,2.4,0.7,0.5,0.2,0.515,0.528,0.317,0.637,4.5,0.085"
"2016,""NBA"",1,2,""LAL"",""Brandon Ingram"",""F"",""Duke University"",2017,2019,190,31.7,13.9,4.7,2.9,0.6,0.6,0.458,0.485,0.329,0.662,4.5,0.036"
"2017,""NBA"",2,38,""CHI"",""Jordan Bell"",""F"",""University of Oregon"",2018,2019,125,12.8,3.9,3.1,1.4,0.4,0.9,0.57,0.58,0,0.647,4.5,0.136"
"2013,""NBA"",1,18,""ATL"",""Shane Larkin"",""G"",""University of Miami"",2014,2018,256,19.1,5.5,1.9,2.9,0.9,0.1,0.422,0.454,0.336,0.777,4.4,0.044"
"2006,""NBA"",1,27,""PHO"",""Sergio Rodr?guez"",""G"","""",2007,2017,353,15,4.9,1.5,3.4,0.6,0,0.409,0.451,0.337,0.739,4.3,0.039"
"2013,""NBA"",2,34,""HOU"",""Isaiah Canaan"",""G"",""Murray State University"",2014,2019,235,20.4,8.1,1.9,1.9,0.6,0.1,0.371,0.404,0.351,0.836,4.3,0.043"
"2017,""NBA"",1,6,""ORL"",""Jonathan Isaac"",""F"",""Florida State University"",2018,2019,102,24.8,8.5,5,1,0.9,1.3,0.419,0.484,0.327,0.806,4.2,0.08"
"2000,""NBA"",1,13,""ORL"",""Courtney Alexander"",""G"",""California State University Fresno"",2001,2003,187,21.7,9,2.2,1.2,0.6,0.1,0.422,0.429,0.339,0.813,4.1,0.048"
"2007,""NBA"",2,47,""WAS"",""Dominic McGuire"",""F"",""California State University Fresno"",2008,2013,342,15.6,2.7,3.4,1.2,0.5,0.5,0.419,0.423,0.188,0.658,4.1,0.037"
"2017,""NBA"",1,29,""SAS"",""Derrick White"",""G"",""University of Colorado"",2018,2019,84,22.2,8.5,3.3,3.2,0.8,0.6,0.479,0.523,0.361,0.762,4.1,0.106"
"2002,""NBA"",1,12,""LAC"",""Melvin Ely"",""C"",""California State University Fresno"",2003,2014,375,16,5.3,3.2,0.7,0.3,0.6,0.46,0.461,0,0.625,4,0.032"
"2011,""NBA"",1,6,""WAS"",""Jan Vesel?"",""F"","""",2012,2014,162,15.2,3.6,3.5,0.6,0.7,0.5,0.521,0.523,0,0.408,4,0.078"
"2017,""NBA"",1,21,""OKC"",""Terrance Ferguson"",""G-F"","""",2018,2019,135,20,5.2,1.4,0.7,0.5,0.2,0.425,0.574,0.356,0.754,4,0.072"
"2006,""NBA"",1,12,""NOK"",""Hilton Armstrong"",""F-C"",""University of Connecticut"",2007,2014,292,11.6,3,2.6,0.3,0.3,0.5,0.501,0.503,0.286,0.582,3.9,0.055"
"2007,""NBA"",1,13,""NOK"",""Julian Wright"",""F"",""University of Kansas"",2008,2011,231,13.2,3.9,2.3,0.8,0.6,0.3,0.499,0.519,0.262,0.584,3.9,0.061"
"2017,""NBA"",1,15,""POR"",""Justin Jackson"",""G-F"",""University of North Carolina"",2018,2019,149,20.9,7,2.7,1.1,0.4,0.2,0.445,0.544,0.335,0.765,3.9,0.059"
"2008,""NBA"",1,29,""DET"",""D.J. White"",""F"",""Indiana University"",2009,2014,138,15.3,5.9,3.2,0.6,0.3,0.4,0.507,0.507,0.333,0.72,3.8,0.087"
"2012,""NBA"",1,19,""ORL"",""Andrew Nicholson"",""F"",""St. Bonaventure University"",2013,2017,285,14.3,6,3,0.4,0.3,0.3,0.467,0.498,0.321,0.773,3.8,0.045"
"2014,""NBA"",1,8,""SAC"",""Nik Stauskas"",""G"",""University of Michigan"",2015,2019,335,19.9,6.8,2.1,1.5,0.4,0.2,0.389,0.436,0.353,0.814,3.8,0.028"
"2009,""NBA"",2,38,""POR"",""Jon Brockman"",""F"",""University of Washington"",2010,2012,150,10.5,2.1,3.1,0.3,0.2,0.1,0.488,0.49,0,0.618,3.7,0.113"
"2012,""NBA"",2,45,""PHI"",""Justin Hamilton"",""C"",""Louisiana State University"",2014,2017,113,17.4,6.1,3.6,0.8,0.5,0.6,0.464,0.56,0.309,0.798,3.7,0.091"
"2005,""NBA"",1,14,""MIN"",""Rashad McCants"",""G"",""University of North Carolina"",2006,2009,249,20.2,10,2,1.3,0.7,0.2,0.431,0.467,0.368,0.741,3.6,0.035"
"2016,""NBA"",2,31,""BOS"",""Deyonta Davis"",""C-F"",""Michigan State University"",2017,2019,107,12.1,4.2,3.2,0.4,0.2,0.6,0.599,0.601,0,0.635,3.6,0.131"
"2017,""NBA"",1,10,""SAC"",""Zach Collins"",""C-F"",""Gonzaga University"",2018,2019,143,16.8,5.6,3.8,0.9,0.3,0.7,0.441,0.503,0.321,0.72,3.6,0.072"
"2018,""NBA"",1,2,""SAC"",""Marvin Bagley"",""F"",""Duke University"",2019,2019,62,25.3,14.9,7.6,1,0.5,1,0.504,0.534,0.313,0.691,3.6,0.11"
"2018,""NBA"",1,26,""PHI"",""Landry Shamet"",""G"",""Wichita State University"",2019,2019,79,22.8,9.1,1.7,1.5,0.5,0.1,0.431,0.453,0.422,0.806,3.6,0.095"
"2017,""NBA"",1,2,""LAL"",""Lonzo Ball"",""G"",""University of California Los Angeles"",2018,2019,99,32.4,10,6.2,6.4,1.6,0.6,0.38,0.449,0.315,0.437,3.5,0.053"
"2005,""NBA"",2,39,""LAL"",""Von Wafer"",""G"",""Florida State University"",2006,2012,200,12.4,5.3,1.2,0.7,0.4,0.1,0.42,0.469,0.325,0.751,3.3,0.064"
"2009,""NBA"",1,20,""UTA"",""Eric Maynor"",""G"",""Virginia Commonwealth University"",2010,2014,267,14.6,4.3,1.3,2.8,0.4,0.1,0.392,0.409,0.35,0.721,3.3,0.041"
"2010,""NBA"",1,20,""SAS"",""James Anderson"",""G-F"",""Oklahoma State University"",2011,2016,247,17.5,5.8,2.3,1.2,0.5,0.2,0.411,0.495,0.321,0.755,3.3,0.037"
"2011,""NBA"",1,25,""BOS"",""MarShon Brooks"",""G-F"",""Providence College"",2012,2019,200,17.3,8,2.1,1.4,0.6,0.2,0.447,0.478,0.345,0.751,3.3,0.046"
"2015,""NBA"",1,8,""DET"",""Stanley Johnson"",""F"",""University of Arizona"",2016,2019,285,21.6,7,3.4,1.5,0.9,0.2,0.374,0.43,0.293,0.764,3.3,0.026"
"2018,""NBA"",1,4,""MEM"",""Jaren Jackson"",""F"",""Michigan State University"",2019,2019,58,26.1,13.8,4.7,1.1,0.9,1.4,0.506,0.553,0.359,0.766,3.3,0.105"
"2018,""NBA"",1,5,""DAL"",""Trae Young"",""G"",""University of Oklahoma"",2019,2019,81,30.9,19.1,3.7,8.1,0.9,0.2,0.418,0.477,0.324,0.829,3.3,0.062"
"2018,""NBA"",1,11,""CHO"",""Shai Gilgeous-Alexander"",""G"",""University of Kentucky"",2019,2019,82,26.5,10.8,2.8,3.3,1.2,0.5,0.476,0.503,0.367,0.8,3.3,0.074"
"2004,""NBA"",1,29,""IND"",""David Harrison"",""C"",""University of Colorado"",2005,2008,189,14.2,5,2.9,0.2,0.3,1,0.53,0.53,"""",0.525,3.2,0.057"
"2006,""NBA"",1,30,""POR"",""Joel Freeland"",""F-C"","""",2013,2015,151,12.1,3.2,3.4,0.4,0.2,0.4,0.459,0.461,0,0.728,3.2,0.084"
"2015,""NBA"",1,25,""MEM"",""Jarell Martin"",""F"",""Louisiana State University"",2016,2019,184,15.9,5.4,3.5,0.6,0.4,0.4,0.434,0.457,0.346,0.766,3.2,0.053"
"2015,""NBA"",2,44,""PHO"",""Andrew Harrison"",""G"",""University of Kentucky"",2017,2019,145,20.6,7,2,2.8,0.7,0.3,0.373,0.422,0.294,0.779,3.2,0.051"
"2016,""NBA"",1,29,""SAS"",""Dejounte Murray"",""G"",""University of Washington"",2017,2018,119,17.4,6.6,4.2,2.3,0.9,0.3,0.441,0.452,0.316,0.708,3.2,0.074"
"2017,""NBA"",2,35,""ORL"",""Ivan Rabb"",""F"",""University of California"",2018,2019,85,14.6,5.7,4.3,1,0.3,0.3,0.555,0.57,0.2,0.743,3.2,0.125"
"2001,""NBA"",2,46,""MIN"",""Loren Woods"",""F-C"",""University of Arizona"",2002,2008,215,11.3,2.6,3.2,0.3,0.3,0.6,0.419,0.423,0.143,0.642,3.1,0.062"
"2005,""NBA"",1,15,""NJN"",""Antoine Wright"",""G-F"",""Texas A&M University"",2006,2011,297,19.2,5.4,2.3,1,0.5,0.2,0.412,0.467,0.304,0.674,3.1,0.026"
"2007,""NBA"",1,6,""MIL"",""Yi Jianlian"",""F"","""",2008,2012,272,22.2,7.9,4.9,0.7,0.5,0.7,0.404,0.413,0.333,0.78,3.1,0.025"
"2016,""NBA"",1,14,""CHI"",""Denzel Valentine"",""G"",""Michigan State University"",2017,2018,134,22.9,8,4.1,2.3,0.7,0.1,0.399,0.434,0.374,0.754,3.1,0.048"
"2001,""NBA"",1,11,""BOS"",""Kedrick Brown"",""G"",""Okaloosa-Walton Community College"",2002,2005,143,13.5,3.6,2.4,0.7,0.6,0.2,0.405,0.471,0.274,0.64,3,0.074"
"2005,""NBA"",2,48,""SEA"",""Micka?l Gelabale"",""F"","""",2007,2013,145,16.2,4.6,2.3,0.8,0.3,0.2,0.47,0.519,0.316,0.815,3,0.062"
"2007,""NBA"",1,17,""NJN"",""Sean Williams"",""C-F"",""Boston College"",2008,2012,137,14.4,4.2,3.4,0.3,0.3,1.2,0.511,0.512,0,0.624,3,0.073"
"2011,""NBA"",1,26,""DAL"",""Jordan Hamilton"",""G-F"",""University of Texas at Austin"",2012,2016,151,13.9,5.9,2.8,0.8,0.5,0.2,0.408,0.451,0.357,0.67,3,0.069"
"2011,""NBA"",1,28,""CHI"",""Norris Cole"",""G"",""Cleveland State University"",2012,2017,360,22.3,7,2,2.7,0.8,0.1,0.407,0.436,0.324,0.743,3,0.018"
"2012,""NBA"",1,23,""ATL"",""John Jenkins"",""G"",""Vanderbilt University"",2013,2019,171,12.8,5,1.5,0.8,0.2,0.1,0.441,0.503,0.367,0.847,3,0.065"
"2013,""NBA"",2,48,""LAL"",""Ryan Kelly"",""F"",""Duke University"",2014,2017,163,19.2,6,3.1,1.3,0.5,0.5,0.378,0.416,0.316,0.797,3,0.046"
"2016,""NBA"",1,23,""BOS"",""Ante ?i?i?"",""F-C"","""",2018,2019,91,14.2,6.4,4.2,0.6,0.2,0.4,0.583,0.583,"""",0.708,3,0.11"
"2016,""NBA"",1,28,""PHO"",""Skal Labissi?re"",""F"",""University of Kentucky"",2017,2019,115,17.6,7.6,4.3,1,0.4,0.6,0.48,0.492,0.375,0.746,3,0.07"
"2002,""NBA"",2,44,""CHI"",""Lonny Baxter"",""F"",""University of Maryland"",2003,2006,162,11.6,3.9,2.9,0.2,0.2,0.4,0.466,0.469,0.2,0.657,2.9,0.075"
"2008,""NBA"",2,33,""POR"",""Joey Dorsey"",""F"",""University of Memphis"",2009,2015,130,11.4,2.6,3.9,0.4,0.5,0.3,0.534,0.536,0,0.375,2.9,0.092"
"2009,""NBA"",1,14,""PHO"",""Earl Clark"",""F"",""University of Louisville"",2010,2015,261,13.9,4.4,3,0.5,0.3,0.5,0.403,0.424,0.328,0.664,2.9,0.038"
