Year,Lg,Rd,Pk,Tm,Player,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
2003,NBA,1,1,CLE,LeBron James,F-G,us,,2004,2019,1198,38.6,27.2,7.4,7.2,1.6,0.8,0.504,0.548,0.343,0.736,226.6,0.235
2005,NBA,1,4,NOH,Chris Paul,G,us,Wake Forest University,2006,2019,950,35.1,18.5,4.5,9.7,2.2,0.1,0.469,0.504,0.37,0.868,171.5,0.247
2001,NBA,1,3,ATL,Pau Gasol,F-C,es,,2002,2019,1226,33.4,17,9.2,3.2,0.5,1.6,0.507,0.512,0.368,0.753,144.1,0.169
2007,NBA,1,2,SEA,Kevin Durant,F-G,us,University of Texas at Austin,2008,2019,849,36.9,27,7.1,4.1,1.1,1.1,0.493,0.532,0.381,0.883,141.7,0.217
2004,NBA,1,1,ORL,Dwight Howard,C,us,,2005,2019,1044,34.5,17.4,12.6,1.5,0.9,2,0.583,0.586,0.095,0.567,128.9,0.172
2009,NBA,1,3,OKC,James Harden,G,us,Arizona State University,2010,2019,765,34.1,24.3,5.2,6.2,1.6,0.5,0.443,0.506,0.365,0.857,121.9,0.224
2003,NBA,1,5,MIA,Dwyane Wade,G,us,Marquette University,2004,2019,1054,33.9,22,4.7,5.4,1.5,0.8,0.48,0.502,0.293,0.765,120.7,0.162
2001,NBA,1,28,SAS,Tony Parker,G,be,,2002,2019,1254,30.5,15.5,2.7,5.6,0.8,0.1,0.491,0.51,0.324,0.751,111.3,0.14
2006,NBA,1,2,CHI,LaMarcus Aldridge,F-C,us,University of Texas at Austin,2007,2019,950,34.5,19.6,8.4,2,0.7,1.1,0.491,0.497,0.283,0.81,107,0.157
2003,NBA,1,4,TOR,Chris Bosh,F-C,us,Georgia Institute of Technology,2004,2016,893,35.8,19.2,8.5,2,0.8,1,0.494,0.506,0.335,0.799,106,0.159
2009,NBA,1,7,GSW,Stephen Curry,G,us,Davidson College,2010,2019,694,34.4,23.5,4.5,6.6,1.7,0.2,0.477,0.514,0.436,0.905,102.9,0.207
2001,NBA,1,2,LAC,Tyson Chandler,C,us,,2002,2019,1134,27.7,8.4,9.2,0.8,0.6,1.2,0.596,0.597,0,0.645,101.5,0.155
2003,NBA,1,3,DEN,Carmelo Anthony,F,us,Syracuse University,2004,2019,1064,35.8,24,6.5,3,1,0.5,0.449,0.473,0.347,0.811,101,0.127
2008,NBA,1,4,SEA,Russell Westbrook,G,us,University of California Los Angeles,2009,2019,821,34.5,23,7,8.4,1.8,0.3,0.434,0.465,0.308,0.801,96.9,0.164
2004,NBA,1,9,PHI,Andre Iguodala,G-F,us,University of Arizona,2005,2019,1108,33.4,12.1,5.1,4.4,1.5,0.5,0.466,0.518,0.333,0.71,96.4,0.125
2002,NBA,1,9,PHO,Amar'e Stoudemire,F-C,us,,2003,2016,846,31,18.9,7.8,1.2,0.8,1.2,0.537,0.54,0.236,0.761,92.5,0.169
2006,NBA,2,47,UTA,Paul Millsap,F,us,Louisiana Tech University,2007,2019,945,29.3,14.1,7.4,2.3,1.3,1,0.491,0.513,0.334,0.734,88.2,0.153
2006,NBA,1,24,MEM,Kyle Lowry,G,us,Villanova University,2007,2019,856,31.3,14.4,4.3,6.1,1.4,0.3,0.424,0.469,0.367,0.805,86.7,0.155
2003,NBA,1,18,NOH,David West,F-C,us,Xavier University,2004,2018,1034,28.2,13.6,6.4,2.2,0.7,0.8,0.495,0.499,0.265,0.817,85.9,0.141
2007,NBA,1,3,ATL,Al Horford,C-F,do,University of Florida,2008,2019,786,32.8,14.1,8.4,3.2,0.8,1.2,0.525,0.545,0.368,0.754,85.7,0.16
2008,NBA,2,35,LAC,DeAndre Jordan,C,us,Texas A&M University,2009,2019,819,28.2,9.6,10.9,0.9,0.6,1.6,0.67,0.671,0.091,0.466,83.4,0.173
2001,NBA,1,13,HOU,Richard Jefferson,F,us,University of Arizona,2002,2018,1181,29,12.6,4,2,0.7,0.3,0.464,0.493,0.376,0.768,83,0.116
2001,NBA,1,10,BOS,Joe Johnson,G-F,us,University of Arkansas,2002,2018,1276,34.7,16,4,3.9,0.8,0.2,0.441,0.472,0.371,0.802,82.8,0.09
2001,NBA,1,19,POR,Zach Randolph,F-C,us,Michigan State University,2002,2018,1116,31,16.6,9.1,1.8,0.7,0.3,0.471,0.481,0.273,0.764,81.1,0.112
2002,NBA,2,35,CLE,Carlos Boozer,F-C,de,Duke University,2003,2015,861,31.2,16.2,9.5,2.2,0.9,0.4,0.521,0.522,0.071,0.722,80.3,0.143
2007,NBA,2,48,LAL,Marc Gasol,C,es,,2009,2019,795,33.4,15,7.7,3.4,0.9,1.5,0.483,0.498,0.35,0.777,79.5,0.144
2008,NBA,1,5,MEM,Kevin Love,F,us,University of California Los Angeles,2009,2019,657,32,18.3,11.3,2.3,0.7,0.5,0.442,0.477,0.37,0.827,78.2,0.179
2005,NBA,1,3,UTA,Deron Williams,G,us,University of Illinois at Urbana-Champaign,2006,2017,845,34.2,16.3,3.1,8.1,1,0.2,0.445,0.482,0.357,0.822,77.3,0.129
2005,NBA,1,30,NYK,David Lee,F,us,University of Florida,2006,2017,829,29.3,13.5,8.8,2.2,0.8,0.4,0.535,0.537,0.034,0.772,76,0.15
2001,NBA,1,6,MEM,Shane Battier,F,us,Duke University,2002,2014,977,30.7,8.6,4.2,1.8,1,0.9,0.437,0.486,0.384,0.743,75.7,0.121
2009,NBA,1,1,LAC,Blake Griffin,F,us,University of Oklahoma,2011,2019,604,35,21.9,9,4.5,0.9,0.5,0.502,0.522,0.342,0.692,75.3,0.171
2004,NBA,1,7,PHO,Luol Deng,F,ss,Duke University,2005,2019,902,34.3,14.8,6.1,2.3,1,0.5,0.456,0.482,0.332,0.769,74,0.115
2002,NBA,1,7,NYK,Nenê Hilário,F-C,br,,2003,2019,965,26.2,11.3,6,1.8,1.1,0.7,0.548,0.551,0.132,0.66,73.3,0.139
2012,NBA,1,1,NOH,Anthony Davis,F-C,us,University of Kentucky,2013,2019,466,34.6,23.7,10.5,2.1,1.4,2.4,0.517,0.533,0.314,0.795,72,0.214
2007,NBA,1,4,MEM,Mike Conley,G,us,Ohio State University,2008,2019,788,32.6,14.9,3,5.7,1.5,0.2,0.441,0.47,0.375,0.819,71.4,0.133
2004,NBA,1,15,BOS,Al Jefferson,C-F,us,,2005,2018,915,28.7,15.7,8.4,1.5,0.7,1.2,0.499,0.501,0.121,0.711,71,0.13
2003,NBA,2,51,NJN,Kyle Korver,G-F,us,Creighton University,2004,2019,1174,25.7,9.9,3,1.7,0.7,0.3,0.443,0.464,0.429,0.878,70.9,0.113
2012,NBA,1,6,POR,Damian Lillard,G,us,Weber State University,2013,2019,549,36.3,23.5,4.2,6.3,1,0.3,0.434,0.48,0.368,0.889,70.3,0.169
2011,NBA,1,30,CHI,Jimmy Butler,F-G,us,Marquette University,2012,2019,523,32.9,16.7,4.9,3.5,1.6,0.5,0.454,0.486,0.341,0.835,66.1,0.184
2002,NBA,1,1,HOU,Yao Ming,C,cn,,2003,2011,486,32.5,19,9.2,1.6,0.4,1.9,0.524,0.525,0.2,0.833,65.9,0.2
2011,NBA,1,15,IND,Kawhi Leonard,F,us,San Diego State University,2012,2019,467,30.8,17.7,6.3,2.4,1.8,0.7,0.495,0.538,0.383,0.848,65.8,0.219
2010,NBA,1,10,IND,Paul George,F,us,California State University Fresno,2011,2019,604,33.8,19.8,6.4,3.3,1.8,0.4,0.433,0.47,0.378,0.844,65.2,0.153
2008,NBA,1,24,SEA,Serge Ibaka,F-C,cg,,2010,2019,753,28.7,12.3,7.3,0.7,0.4,2.2,0.514,0.547,0.357,0.761,63.9,0.142
2000,NBA,1,16,SAC,Hedo Türko?lu,F,tr,,2001,2015,997,26.8,11.1,4,2.8,0.8,0.3,0.426,0.45,0.384,0.784,63.3,0.114
2002,NBA,1,23,DET,Tayshaun Prince,F,us,University of Kentucky,2003,2016,1017,31,11.1,4.3,2.4,0.6,0.5,0.455,0.47,0.367,0.756,63.1,0.096
2005,NBA,1,2,ATL,Marvin Williams,F,us,University of North Carolina,2006,2019,1014,28.6,10.5,5.3,1.3,0.8,0.5,0.443,0.48,0.362,0.807,62.7,0.104
2007,NBA,1,9,CHI,Joakim Noah,C,us,University of Florida,2008,2019,667,27.9,8.8,9.1,2.8,0.8,1.3,0.491,0.493,0,0.7,61.8,0.16
2004,NBA,1,26,SAC,Kevin Martin,G,us,Western Carolina University,2005,2016,714,30.2,17.4,3.2,1.9,0.9,0.1,0.437,0.464,0.384,0.87,61.3,0.137
2005,NBA,2,57,PHO,Marcin Gortat,C-F,pl,,2008,2019,806,25.7,9.9,7.9,1.1,0.5,1.1,0.551,0.553,0.15,0.68,61.3,0.142
2000,NBA,1,5,ORL,Mike Miller,F-G,us,University of Florida,2001,2017,1032,26.9,10.6,4.2,2.6,0.6,0.2,0.459,0.502,0.407,0.769,60.7,0.105
2000,NBA,1,8,CLE,Jamal Crawford,G,us,University of Michigan,2001,2019,1326,29.4,14.6,2.2,3.4,0.9,0.2,0.41,0.449,0.348,0.862,60.6,0.075
2009,NBA,1,9,TOR,DeMar DeRozan,G-F,us,University of Southern California,2010,2019,752,34.1,19.9,4.3,3.4,1,0.3,0.451,0.47,0.283,0.828,60.3,0.113
2008,NBA,1,10,NJN,Brook Lopez,C,us,Stanford University,2009,2019,717,30.9,17.3,6.5,1.5,0.6,1.7,0.498,0.521,0.347,0.791,60.1,0.13
2004,NBA,2,43,NYK,Trevor Ariza,F,us,University of California Los Angeles,2005,2019,1011,29.8,10.7,4.8,2.2,1.5,0.3,0.422,0.482,0.351,0.728,60,0.095
2008,NBA,1,26,SAS,George Hill,G,us,Indiana University-Purdue University Indianapolis,2009,2019,726,28.2,11.2,3.1,3.2,0.9,0.3,0.453,0.496,0.378,0.801,59.9,0.14
2001,NBA,1,25,SAC,Gerald Wallace,F,us,University of Alabama,2002,2015,832,29.7,11.9,5.8,2.1,1.4,0.8,0.469,0.502,0.312,0.709,59.7,0.116
2007,NBA,1,12,PHI,Thaddeus Young,F,us,Georgia Institute of Technology,2008,2019,901,30.7,13.4,6,1.7,1.5,0.4,0.501,0.524,0.329,0.673,59.7,0.103
2005,NBA,2,45,PHI,Lou Williams,G,us,,2006,2019,936,24.6,14.2,2.2,3.3,0.9,0.2,0.421,0.459,0.349,0.839,59.4,0.124
2001,NBA,1,5,GSW,Jason Richardson,G,us,Michigan State University,2002,2015,857,34.1,17.1,5,2.7,1.2,0.4,0.438,0.474,0.37,0.707,59.1,0.097
2006,NBA,1,11,ORL,J.J. Redick,G,us,Duke University,2007,2019,836,25.9,12.9,2,2,0.5,0.1,0.448,0.484,0.413,0.89,58.9,0.131
2002,NBA,1,3,GSW,Mike Dunleavy,F-G,us,Duke University,2003,2017,986,27.7,11.2,4.3,2.2,0.7,0.3,0.441,0.481,0.377,0.803,58.5,0.103
2006,NBA,1,21,PHO,Rajon Rondo,G,us,University of Kentucky,2007,2019,825,31.7,10.4,4.8,8.5,1.7,0.1,0.46,0.483,0.315,0.605,58.4,0.107
2011,NBA,1,1,CLE,Kyrie Irving,G,au,Duke University,2012,2019,508,33.8,22.2,3.6,5.7,1.3,0.3,0.465,0.498,0.39,0.875,58.4,0.163
2012,NBA,1,9,DET,Andre Drummond,C,us,University of Connecticut,2013,2019,542,30.8,14.1,13.7,1.2,1.3,1.6,0.543,0.547,0.147,0.448,56.4,0.162
2000,NBA,2,43,MIL,Michael Redd,G,us,Ohio State University,2001,2012,629,32,19,3.8,2.1,0.9,0.1,0.447,0.475,0.38,0.838,55.9,0.134
2005,NBA,2,56,DET,Amir Johnson,F-C,us,,2006,2019,870,21.1,7,5.4,1.2,0.6,1,0.57,0.588,0.332,0.673,55.3,0.145
2004,NBA,1,5,WAS,Devin Harris,G,us,University of Wisconsin,2005,2019,985,24.3,10.8,2.2,3.9,1,0.2,0.432,0.481,0.325,0.796,54.9,0.11
2006,NBA,1,8,HOU,Rudy Gay,F,us,University of Connecticut,2007,2019,879,34,17.6,5.9,2.2,1.3,0.8,0.456,0.483,0.348,0.796,54.9,0.088
2001,NBA,2,38,DET,Mehmet Okur,C-F,tr,,2003,2012,634,29.1,13.5,7,1.7,0.5,0.7,0.458,0.484,0.375,0.797,54.7,0.142
2008,NBA,1,25,HOU,Nicolas Batum,F-G,fr,,2009,2019,767,31.6,11.8,5.3,3.8,1,0.6,0.435,0.503,0.358,0.841,54.1,0.107
2013,NBA,1,15,MIL,Giannis Antetokounmpo,F-G,gr,,2014,2019,465,32.7,18.8,8.3,4.1,1.2,1.3,0.521,0.557,0.277,0.742,53.2,0.168
2013,NBA,1,27,DEN,Rudy Gobert,C,fr,,2014,2019,406,28.7,11.1,10.5,1.3,0.7,2.2,0.629,0.629,0,0.631,52.8,0.218
2003,NBA,2,42,ORL,Zaza Pachulia,C,ge,,2004,2019,1098,20.3,6.8,5.8,1.3,0.7,0.3,0.469,0.472,0,0.751,52.7,0.114
2003,NBA,1,7,CHI,Kirk Hinrich,G,us,University of Kansas,2004,2016,879,30.7,10.9,2.9,4.8,1.1,0.3,0.411,0.432,0.375,0.8,52.5,0.093
2003,NBA,1,21,ATL,Boris Diaw,F-C,fr,,2004,2017,1064,27,8.6,4.4,3.5,0.6,0.5,0.493,0.529,0.336,0.717,51.6,0.086
2001,NBA,1,26,PHI,Samuel Dalembert,C,ht,Seton Hall University,2002,2015,886,24.4,7.7,7.8,0.5,0.5,1.7,0.521,0.522,0.083,0.706,51.3,0.114
2001,NBA,2,31,GSW,Gilbert Arenas,G,us,University of Arizona,2002,2012,552,35.1,20.7,3.9,5.3,1.6,0.2,0.421,0.458,0.351,0.803,51.3,0.127
2004,NBA,1,17,ATL,Josh Smith,F,us,,2005,2018,894,32.4,14.5,7.4,3.1,1.2,1.9,0.452,0.48,0.285,0.632,51,0.084
2008,NBA,2,45,SAS,Goran Dragi?,G,si,,2009,2019,758,28,13.7,3.1,4.8,1,0.2,0.466,0.508,0.363,0.762,51,0.115
2002,NBA,1,10,MIA,Caron Butler,F,us,University of Connecticut,2003,2016,881,32.2,14.1,5,2.3,1.3,0.2,0.434,0.456,0.348,0.847,50.9,0.086
2005,NBA,1,1,MIL,Andrew Bogut,C,au,University of Utah,2006,2019,706,28.1,9.6,8.7,2.2,0.6,1.5,0.535,0.537,0.12,0.557,50.6,0.122
2008,NBA,1,6,NYK,Danilo Gallinari,F,it,,2009,2019,549,31.1,15.9,4.9,2,0.8,0.4,0.425,0.464,0.376,0.871,50.4,0.142
2001,NBA,1,14,GSW,Troy Murphy,F-C,us,University of Notre Dame,2002,2013,729,27.3,10.8,7.8,1.5,0.7,0.4,0.445,0.464,0.388,0.785,50.3,0.121
2009,NBA,1,21,NOH,Darren Collison,G,us,University of California Los Angeles,2010,2019,708,29.4,12.5,2.7,5,1.2,0.1,0.471,0.495,0.394,0.853,49.9,0.115
2009,NBA,1,26,CHI,Taj Gibson,F,us,University of Southern California,2010,2019,737,25.9,9.8,6.4,1,0.6,1.1,0.512,0.517,0.212,0.709,49.8,0.125
2010,NBA,1,7,DET,Greg Monroe,C-F,us,Georgetown University,2011,2019,632,27.7,13.2,8.3,2.1,1.1,0.6,0.514,0.515,0.059,0.704,49.7,0.136
2010,NBA,1,3,NJN,Derrick Favors,F-C,us,Georgia Institute of Technology,2011,2019,632,25.7,11.6,7.2,1.1,0.8,1.3,0.525,0.535,0.21,0.664,49.5,0.146
2005,NBA,1,17,IND,Danny Granger,F,us,University of New Mexico,2006,2015,586,31.5,16.8,4.9,1.9,1,0.8,0.434,0.463,0.38,0.848,48.5,0.126
2011,NBA,1,9,CHA,Kemba Walker,G,us,University of Connecticut,2012,2019,605,34.1,19.8,3.8,5.5,1.3,0.4,0.418,0.452,0.357,0.835,48.5,0.113
2004,NBA,1,20,DEN,Jameer Nelson,G,us,Saint Joseph's University,2005,2018,878,27.9,11.3,3,5.1,0.9,0.1,0.436,0.474,0.368,0.81,48.3,0.094
2009,NBA,1,19,ATL,Jeff Teague,G,us,Wake Forest University,2010,2019,712,27.7,12.7,2.5,5.8,1.2,0.3,0.445,0.475,0.356,0.842,48.3,0.117
2000,NBA,1,1,NJN,Kenyon Martin,F,us,University of Cincinnati,2001,2015,757,30.6,12.3,6.8,1.9,1.2,1.1,0.483,0.492,0.234,0.629,48,0.1
2010,NBA,1,9,UTA,Gordon Hayward,F-G,us,Butler University,2011,2019,589,30.6,15.1,4.2,3.4,1,0.4,0.446,0.483,0.364,0.821,47.9,0.128
2011,NBA,1,11,GSW,Klay Thompson,G-F,us,Washington State University,2012,2019,615,33.1,19.5,3.5,2.3,0.9,0.5,0.459,0.491,0.419,0.848,46.8,0.11
2008,NBA,1,21,NJN,Ryan Anderson,F,us,University of California,2009,2019,647,25.9,12.4,5.3,0.9,0.5,0.3,0.422,0.47,0.38,0.854,46.7,0.134
2004,NBA,1,18,NOH,J.R. Smith,G-F,us,,2005,2019,971,27,12.5,3.2,2.1,1,0.2,0.419,0.463,0.373,0.732,46.4,0.085
2004,NBA,2,30,ORL,Anderson Varejão,F-C,br,,2005,2017,627,24,7.3,7.2,1.2,0.9,0.6,0.51,0.516,0.024,0.631,46.4,0.148
2002,NBA,2,56,SAS,Luis Scola,F,ar,,2008,2017,743,25.6,12,6.7,1.6,0.6,0.3,0.493,0.499,0.339,0.74,45.7,0.115
2015,NBA,1,1,MIN,Karl-Anthony Towns,C-F,us,University of Kentucky,2016,2019,323,34.4,22.3,11.9,2.6,0.8,1.5,0.537,0.572,0.392,0.836,45.4,0.196
2004,NBA,1,2,CHA,Emeka Okafor,C-F,us,University of Connecticut,2005,2018,616,30.9,12,9.7,0.8,0.7,1.6,0.512,0.512,0,0.586,45.3,0.114
2011,NBA,1,5,TOR,Jonas Valan?i?nas,C,lt,,2013,2019,489,25.2,12.1,8.5,0.8,0.4,1,0.558,0.565,0.357,0.786,45.3,0.177
2011,NBA,2,60,SAC,Isaiah Thomas,G,us,University of Washington,2012,2019,485,29.4,18.6,2.5,5.1,0.9,0.1,0.437,0.486,0.36,0.874,45.3,0.152
2005,NBA,2,36,MIL,Ersan ?lyasova,F,tr,,2007,2019,745,23.9,10.6,5.8,1.1,0.7,0.4,0.443,0.481,0.365,0.773,44.9,0.121
2003,NBA,1,12,SEA,Nick Collison,F,us,University of Kansas,2005,2018,910,20.4,5.9,5.2,1,0.5,0.5,0.534,0.542,0.208,0.723,44.5,0.115
2010,NBA,1,1,WAS,John Wall,G,us,University of Kentucky,2011,2019,573,35.9,19,4.3,9.2,1.7,0.7,0.433,0.457,0.324,0.781,44.3,0.104
2010,NBA,1,5,SAC,DeMarcus Cousins,C-F,us,University of Kentucky,2011,2019,565,32,21.2,10.9,3.2,1.4,1.2,0.461,0.477,0.332,0.737,44.1,0.117
2002,NBA,1,4,MEM,Drew Gooden,F,us,University of Kansas,2003,2016,790,25.5,11,7.1,1.1,0.7,0.6,0.462,0.471,0.257,0.76,43.9,0.105
2001,NBA,1,20,CLE,Brendan Haywood,C,us,University of North Carolina,2002,2015,816,22.9,6.8,6,0.5,0.4,1.4,0.528,0.528,0,0.587,43.8,0.113
2012,NBA,2,35,GSW,Draymond Green,F,us,Michigan State University,2013,2019,533,28.1,9.1,6.9,4.9,1.4,1.1,0.439,0.509,0.323,0.706,43.3,0.139
2008,NBA,1,15,PHO,Robin Lopez,C,us,Stanford University,2009,2019,766,23,9.1,5.3,0.8,0.2,1.2,0.531,0.534,0.216,0.757,43,0.117
2002,NBA,2,46,MEM,Matt Barnes,F,us,University of California Los Angeles,2004,2017,929,23.6,8.2,4.6,1.8,0.8,0.5,0.436,0.522,0.335,0.745,42.8,0.093
2005,NBA,2,33,NOH,Brandon Bass,F,us,Louisiana State University,2006,2017,758,21.6,8.7,4.5,0.8,0.4,0.6,0.499,0.502,0.207,0.832,42.8,0.125
2007,NBA,1,22,CHA,Jared Dudley,F-G,us,Boston College,2008,2019,847,23.2,7.7,3.3,1.6,0.8,0.2,0.465,0.519,0.392,0.732,42.1,0.103
2009,NBA,1,18,MIN,Ty Lawson,G,us,University of North Carolina,2010,2017,551,29.2,12.7,2.7,6,1.2,0.1,0.46,0.493,0.359,0.77,42.1,0.126
2005,NBA,2,40,GSW,Monta Ellis,G,us,,2006,2017,833,34.8,17.8,3.5,4.6,1.7,0.3,0.451,0.482,0.314,0.772,41.9,0.069
2008,NBA,1,9,CHA,D.J. Augustin,G,us,University of Texas at Austin,2009,2019,807,24.1,9.8,1.9,4,0.6,0,0.413,0.438,0.381,0.863,41.9,0.104
2011,NBA,1,16,PHI,Nikola Vu?evi?,C,ch,University of Southern California,2012,2019,536,30,15.7,10.1,2.4,0.9,0.9,0.502,0.515,0.332,0.741,41.7,0.124
2010,NBA,1,13,TOR,Ed Davis,F,us,University of North Carolina,2011,2019,640,20.2,6.5,6.8,0.8,0.5,0.8,0.569,0.57,0,0.584,41.3,0.153
2005,NBA,1,5,CHA,Raymond Felton,G,us,University of North Carolina,2006,2019,971,29.7,11.2,3,5.2,1.2,0.2,0.412,0.445,0.329,0.79,40.2,0.067
2007,NBA,1,5,BOS,Jeff Green,F,us,Georgetown University,2008,2019,860,30,13.2,4.5,1.6,0.7,0.5,0.441,0.483,0.333,0.805,40.2,0.075
2003,NBA,2,47,UTA,Mo Williams,G,us,University of Alabama,2004,2016,818,29.2,13.2,2.8,4.9,0.9,0.1,0.434,0.46,0.378,0.871,40,0.08
2011,NBA,1,4,CLE,Tristan Thompson,F-C,ca,University of Texas at Austin,2012,2019,562,27.8,9.2,8.6,0.9,0.5,0.7,0.519,0.52,0,0.61,40,0.123
2011,NBA,1,3,UTA,Enes Kanter,C,ch,,2012,2019,583,22.2,11.9,7.6,0.8,0.4,0.4,0.541,0.548,0.294,0.78,39.6,0.147
2011,NBA,1,19,CHA,Tobias Harris,F,us,University of Tennessee,2012,2019,546,30.4,15.4,6,1.9,0.7,0.5,0.471,0.512,0.364,0.822,39.4,0.114
2009,NBA,2,46,CLE,Danny Green,G-F,us,University of North Carolina,2010,2019,620,25.4,9,3.5,1.6,1,0.8,0.424,0.457,0.404,0.817,39.2,0.119
2009,NBA,1,17,PHI,Jrue Holiday,G,us,University of California Los Angeles,2010,2019,652,33.1,15.6,3.8,6.4,1.5,0.5,0.452,0.486,0.355,0.784,39.1,0.087
2005,NBA,1,8,NYK,Channing Frye,C-F,us,University of Arizona,2006,2019,890,22.2,8.7,4.5,1,0.5,0.6,0.44,0.477,0.388,0.822,38.9,0.094
2014,NBA,2,41,DEN,Nikola Joki?,C-F,rs,,2016,2019,308,28.3,16.3,9.6,5.1,1.1,0.7,0.523,0.571,0.345,0.828,38.9,0.214
2011,NBA,1,22,DEN,Kenneth Faried,F,us,Morehead State University,2012,2019,478,24.5,11.4,8.1,1,0.7,0.8,0.546,0.55,0.222,0.654,38.8,0.159
2004,NBA,1,25,BOS,Tony Allen,G-F,us,Oklahoma State University,2005,2018,820,22,8.1,3.5,1.3,1.4,0.4,0.475,0.492,0.282,0.709,38.7,0.103
2008,NBA,1,22,ORL,Courtney Lee,G,us,Western Kentucky University,2009,2019,787,27.4,9.7,2.7,1.7,1,0.3,0.45,0.484,0.387,0.853,38.7,0.086
2013,NBA,1,12,OKC,Steven Adams,C,nz,University of Pittsburgh,2014,2019,467,26.8,9.7,7.4,1,0.9,1,0.588,0.589,0,0.553,38.7,0.148
2006,NBA,1,13,PHI,Thabo Sefolosha,G-F,ch,,2007,2019,828,22.5,5.9,3.8,1.4,1.1,0.4,0.45,0.501,0.352,0.735,38.6,0.1
2003,NBA,2,45,CHI,Matt Bonner,F,us,University of Florida,2005,2016,792,16.9,5.8,3,0.7,0.4,0.3,0.464,0.516,0.414,0.78,38.5,0.138
2003,NBA,1,29,DAL,Josh Howard,F-G,us,Wake Forest University,2004,2013,507,30.3,14.3,5.7,1.6,1,0.5,0.448,0.471,0.332,0.77,38,0.119
2003,NBA,1,28,SAS,Leandro Barbosa,G,br,,2004,2017,850,21.6,10.6,2,2.1,0.8,0.1,0.459,0.498,0.387,0.821,37.4,0.098
2005,NBA,1,10,LAL,Andrew Bynum,C,us,,2006,2014,418,25.6,11.5,7.7,1.2,0.3,1.6,0.556,0.557,0.111,0.69,37.4,0.168
2006,NBA,1,6,MIN,Brandon Roy,G,us,University of Washington,2007,2013,326,35.5,18.8,4.3,4.7,1,0.2,0.459,0.485,0.348,0.8,37.4,0.155
2008,NBA,1,1,CHI,Derrick Rose,G,us,University of Memphis,2009,2019,546,33.2,18.8,3.5,5.6,0.8,0.3,0.453,0.481,0.304,0.824,37.2,0.099
2010,NBA,1,18,OKC,Eric Bledsoe,G,us,University of Kentucky,2011,2019,570,27.9,14.1,3.9,4.8,1.5,0.5,0.455,0.503,0.336,0.794,37,0.112
2005,NBA,1,22,DEN,Jarrett Jack,G,us,Georgia Institute of Technology,2006,2018,867,27.8,10.8,2.9,4.6,0.8,0.1,0.44,0.47,0.343,0.855,36.8,0.073
2010,NBA,2,33,SAC,Hassan Whiteside,C,us,Marshall University,2011,2019,343,26,13.4,11.4,0.6,0.6,2.3,0.574,0.576,0.222,0.593,36.8,0.198
2012,NBA,1,3,WAS,Bradley Beal,G,us,University of Florida,2013,2019,488,34.4,19.8,3.9,3.7,1.1,0.4,0.452,0.488,0.384,0.798,36.4,0.104
2003,NBA,1,14,SEA,Luke Ridnour,G,us,University of Oregon,2004,2015,830,26.1,9.3,2.3,4.5,1,0.2,0.431,0.458,0.349,0.862,36,0.08
2007,NBA,2,31,SEA,Carl Landry,F,us,Purdue University,2008,2016,513,22.5,10.8,4.9,0.7,0.4,0.4,0.535,0.537,0.3,0.785,35.9,0.149
2008,NBA,1,17,TOR,Roy Hibbert,C,us,Georgetown University,2009,2017,662,24.8,10,6.3,1.3,0.4,1.7,0.465,0.466,0.25,0.755,35.9,0.105
2000,NBA,1,21,TOR,Morris Peterson,F,us,Michigan State University,2001,2011,711,27.2,10.7,3.5,1.5,0.9,0.2,0.418,0.45,0.373,0.773,35.7,0.089
2002,NBA,1,26,SAS,John Salmons,G,us,University of Miami,2003,2015,895,26.4,9.3,2.9,2.4,0.8,0.3,0.431,0.457,0.366,0.799,33.9,0.069
2008,NBA,1,7,LAC,Eric Gordon,G,us,Indiana University,2009,2019,629,33,16.7,2.5,2.9,0.9,0.3,0.428,0.475,0.374,0.814,33.6,0.078
2007,NBA,1,27,DET,Arron Afflalo,G-F,us,University of California Los Angeles,2008,2018,762,27.3,10.8,2.9,1.8,0.4,0.2,0.45,0.481,0.386,0.825,33.5,0.077
2004,NBA,1,3,CHI,Ben Gordon,G,gb,University of Connecticut,2005,2015,744,27.4,14.9,2.5,2.5,0.7,0.2,0.432,0.447,0.401,0.857,33.3,0.078
2000,NBA,1,18,LAC,Quentin Richardson,G,us,DePaul University,2001,2013,783,26.5,10.3,4.7,1.5,0.8,0.2,0.397,0.431,0.355,0.718,32.8,0.076
2008,NBA,2,34,MIN,Mario Chalmers,G,us,University of Kansas,2009,2018,646,26.7,8.9,2.5,3.7,1.5,0.2,0.417,0.475,0.351,0.793,32.3,0.09
2009,NBA,1,5,MIN,Ricky Rubio,G,es,,2012,2019,498,30.9,11.1,4.2,7.7,1.9,0.1,0.388,0.413,0.322,0.838,32.2,0.101
2008,NBA,1,18,WAS,JaVale McGee,C,us,University of Nevada Reno,2009,2019,633,17.4,8,5.1,0.4,0.4,1.6,0.57,0.573,0.074,0.588,31.9,0.139
2004,NBA,1,28,SAS,Beno Udrih,G,si,,2005,2017,831,21.9,8.4,2.1,3.4,0.7,0.1,0.463,0.496,0.349,0.833,31.4,0.083
