,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,eFG%,WS,AP Player of the Year,NABC Defensive Player of the Year,NABC Player of the Year,Naismith Award,NCAA Tournament Most Outstanding Player,NIT Most Valuable Player,Rupp Trophy,Sporting News Player of the Year,UPI Player of the Year,USBWA Freshman of the Year,Year,Rd,Pk,Tm,Projected Rd,Projected Pk,Team Score
16024,Terrence Ross,SO,2012,G,Washington,Pac-12,35,31.086,6.143,13.429,4.086,7.886,2.057,5.542999999999999,2.057,2.6860000000000004,1.371,5.0569999999999995,6.428999999999999,1.4,1.2570000000000001,0.943,2.0,2.8289999999999997,16.4,27.27,0.539,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,8.0,TOR,1.0,8.0,0.0
16032,Jared Sullinger,SO,2012,F,Ohio State,Big Ten,37,30.351,6.162000000000001,11.865,5.73,10.784,0.43200000000000005,1.081,4.73,6.162000000000001,3.135,6.053999999999999,9.189,1.2429999999999999,1.162,1.054,1.919,2.946,17.486,32.0,0.5379999999999999,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012.0,1.0,21.0,BOS,1.0,21.0,0.0
16068,Jeffery Taylor,SR,2012,F,Vanderbilt,SEC,36,32.139,5.832999999999999,11.833,4.0,7.5,1.8330000000000002,4.333,2.639,4.361000000000001,2.1390000000000002,3.417,5.556,1.722,1.278,0.444,2.194,1.861,16.139,26.19,0.518,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,31.0,CHA,2.0,31.0,0.0
16083,Jason Smith,JR,2012,G,Texas A&M-Corpus Christi,Southland,28,9.821,1.036,3.071,0.821,2.286,0.214,0.7859999999999999,0.9640000000000001,1.393,0.179,1.714,1.893,0.643,0.28600000000000003,0.071,1.179,0.5710000000000001,3.25,14.47,0.37200000000000005,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.0,20.0,MIA,1.0,20.0,0.0
16258,Andre Drummond,FR,2012,C,Connecticut,Big East,34,28.441,4.618,8.588,4.618,8.529,0.0,0.059000000000000004,0.765,2.588,3.353,4.206,7.559,0.441,0.8240000000000001,2.7060000000000004,1.5290000000000001,2.206,10.0,23.4,0.5379999999999999,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,9.0,DET,1.0,9.0,0.0
16269,Jae Crowder,SR,2012,F,Marquette,Big East,35,32.943000000000005,6.2,12.457,4.457,7.4,1.743,5.0569999999999995,3.4,4.629,2.0,6.4,8.4,2.086,2.5140000000000002,1.0,1.2570000000000001,2.657,17.543,32.81,0.5489999999999999,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,34.0,CLE,2.0,34.0,0.0
16276,Jared Cunningham,JR,2012,G,Oregon State,Pac-12,36,34.583,5.5,12.222000000000001,4.111000000000001,8.111,1.389,4.111000000000001,5.528,7.5,1.0,2.833,3.833,2.806,2.528,0.41700000000000004,2.833,2.3890000000000002,17.917,26.94,0.45399999999999996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,24.0,CLE,1.0,24.0,0.0
16291,Marcus Denmon,SR,2012,G,Missouri,Big 12,35,34.629,5.7139999999999995,12.429,2.886,5.486000000000001,2.8289999999999997,6.943,3.429,3.8289999999999997,1.0,4.029,5.029,2.114,1.5430000000000001,0.028999999999999998,1.171,0.971,17.686,27.93,0.478,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,59.0,SAS,2.0,59.0,0.0
16314,Anthony Davis,FR,2012,F,Kentucky,SEC,40,32.025,5.25,8.425,5.175,7.925,0.075,0.5,3.6,5.075,2.975,7.4,10.375,1.25,1.35,4.65,1.025,1.95,14.175,32.91,0.32899999999999996,-0.8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2012.0,1.0,1.0,NOH,1.0,1.0,0.0
16349,Will Barton,SO,2012,G,Memphis,CUSA,35,35.314,6.571000000000001,12.914000000000001,5.513999999999999,9.857000000000001,1.057,3.057,3.8289999999999997,5.114,2.0,5.971,7.971,2.9139999999999997,1.429,0.7140000000000001,2.1430000000000002,2.114,18.029,28.64,0.478,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,40.0,POR,2.0,40.0,0.0
16355,Bradley Beal,FR,2012,G,Florida,SEC,37,34.243,4.73,10.622,3.0269999999999997,5.595,1.703,5.027,3.595,4.676,1.351,5.377999999999999,6.73,2.2430000000000003,1.3780000000000001,0.838,2.135,2.0540000000000003,14.757,24.02,0.525,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,3.0,WAS,1.0,3.0,0.0
16358,Harrison Barnes,SO,2012,F,North Carolina,ACC,38,29.237,6.026,13.710999999999999,4.737,10.105,1.2890000000000001,3.605,3.7110000000000003,5.132000000000001,1.9469999999999998,3.263,5.211,1.1320000000000001,1.079,0.342,1.9469999999999998,1.7890000000000001,17.053,29.02,0.488,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,7.0,GSW,1.0,7.0,0.0
16390,Quincy Acy,SR,2012,F,Baylor,Big 12,38,29.737,4.158,7.211,4.079,7.079,0.079,0.132,3.5789999999999997,4.579,2.605,4.816,7.421,1.0,0.9209999999999999,1.8419999999999999,1.868,3.0789999999999997,11.974,23.57,0.655,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,37.0,TOR,2.0,37.0,0.0
16428,Dee Brown,SR,2012,G,Bowling Green State,MAC,32,29.688000000000002,3.781,9.531,2.719,6.5,1.062,3.031,2.219,2.75,0.469,2.312,2.781,2.375,0.9059999999999999,0.031,1.625,1.281,10.844000000000001,18.62,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2006.0,2.0,46.0,UTA,2.0,46.0,0.0
16516,Darnell Jackson,JR,2012,G,Louisiana,Sun Belt,26,12.538,0.9229999999999999,2.4619999999999997,0.6920000000000001,1.7309999999999999,0.231,0.731,0.423,0.8079999999999999,1.0,1.462,2.4619999999999997,0.462,0.5379999999999999,0.077,0.731,1.077,2.5,12.76,0.42200000000000004,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,52.0,MIA,2.0,52.0,0.0
16533,Robbie Hummel,SR,2012,F,Purdue,Big Ten,35,32.229,5.542999999999999,13.286,3.486,7.914,2.057,5.371,3.2289999999999996,3.9139999999999997,1.571,5.6,7.171,1.886,0.657,1.2,0.914,2.086,16.371,28.92,0.534,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,58.0,MIN,2.0,58.0,0.0
16573,John Henson,JR,2012,F,North Carolina,ACC,35,29.114,5.857,11.714,5.857,11.714,0.0,0.0,1.9709999999999999,3.8569999999999998,2.543,7.4,9.943,1.2570000000000001,0.5710000000000001,2.886,1.286,1.571,13.686,30.48,0.501,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,14.0,MIL,1.0,14.0,0.0
16595,Kris Joseph,SR,2012,F,Syracuse,Big East,37,32.216,4.4319999999999995,10.540999999999999,3.054,6.541,1.3780000000000001,4.0,3.162,4.243,1.514,3.1889999999999996,4.703,1.514,1.351,0.622,1.486,1.676,13.405,22.97,0.461,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,51.0,BOS,2.0,51.0,0.0
16606,Perry Jones,SO,2012,F,Baylor,Big 12,33,30.697,5.515,11.03,5.212000000000001,10.03,0.303,1.0,2.1519999999999997,3.091,2.697,4.939,7.636,1.273,0.848,0.606,1.6969999999999998,2.333,13.485,24.24,0.5529999999999999,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,28.0,OKC,1.0,28.0,0.0
16615,Terrence Jones,SO,2012,F,Kentucky,SEC,38,29.342,4.658,9.316,4.237,8.026,0.42100000000000004,1.2890000000000001,2.605,4.158,2.526,4.632,7.1579999999999995,1.3419999999999999,1.2890000000000001,1.7890000000000001,1.632,2.395,12.342,25.97,0.523,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,18.0,HOU,1.0,18.0,0.0
16621,Michael Kidd-Gilchrist,FR,2012,F,Kentucky,SEC,40,31.125,4.0,8.15,3.675,6.875,0.325,1.275,3.575,4.8,2.575,4.85,7.425,1.875,0.975,0.925,2.175,2.425,11.9,22.16,0.511,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,2.0,CHA,1.0,2.0,0.0
16639,John Jenkins,JR,2012,G,Vanderbilt,SEC,35,33.629,6.2,13.085999999999999,2.371,4.371,3.8289999999999997,8.714,3.657,4.371,0.457,2.4290000000000003,2.886,1.2,0.8290000000000001,0.314,1.571,1.2,19.886,28.0,0.622,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,23.0,ATL,1.0,23.0,0.0
16645,Bernard James,SR,2012,F,Florida State,ACC,35,27.971,4.486000000000001,7.4,4.486000000000001,7.4,0.0,0.0,1.829,3.3139999999999996,3.057,5.029,8.086,0.457,0.743,2.343,2.086,1.943,10.8,23.68,0.657,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,33.0,CLE,2.0,33.0,0.0
16661,Darius Johnson-Odom,SR,2012,G,Marquette,Big East,34,32.941,6.176,13.824000000000002,3.912,7.941,2.265,5.882000000000001,3.7060000000000004,4.853,0.647,2.853,3.5,2.735,0.941,0.11800000000000001,2.353,2.0,18.324,26.38,0.564,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,55.0,DAL,2.0,55.0,0.0
16669,Orlando Johnson,SR,2012,G,UC-Santa Barbara,Big West,31,34.419000000000004,6.6770000000000005,14.806,4.419,9.516,2.258,5.29,4.0969999999999995,5.871,1.6769999999999998,4.0969999999999995,5.774,2.935,1.097,0.742,2.452,1.839,19.71,29.77,0.474,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,36.0,SAC,2.0,36.0,0.0
16729,Kim English,SR,2012,G,Missouri,Big 12,35,33.571,4.886,9.371,2.657,4.513999999999999,2.229,4.857,2.4859999999999998,3.429,0.857,3.3710000000000004,4.229,1.6,1.286,0.28600000000000003,1.686,2.371,14.485999999999999,21.86,0.483,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,44.0,DET,2.0,44.0,0.0
16770,Festus Ezeli,SR,2012,C,Vanderbilt,SEC,26,23.191999999999997,3.423,6.346,3.423,6.346,0.0,0.0,3.2310000000000003,5.346,2.385,3.5380000000000003,5.922999999999999,0.308,0.423,2.0,2.231,3.154,10.077,22.57,0.544,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,30.0,GSW,1.0,30.0,0.0
16795,Maurice Harkless,FR,2012,G,St. John's (NY),Big East,32,36.094,6.031000000000001,13.344000000000001,5.5,10.875,0.531,2.469,2.938,4.343999999999999,2.75,5.875,8.625,1.469,1.594,1.406,2.5,2.312,15.530999999999999,24.55,0.47200000000000003,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,15.0,PHI,1.0,15.0,0.0
16811,Justin Hamilton,JR,2012,C,Louisiana State,SEC,33,30.0,4.788,9.697000000000001,4.697,9.333,0.091,0.364,3.242,4.152,3.303,3.909,7.212000000000001,0.909,0.758,1.3030000000000002,1.7269999999999999,2.515,12.909,24.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,45.0,PHI,2.0,45.0,0.0
16813,Jordan Hamilton,SR,2012,F,Lehigh,Patriot,35,22.486,2.1430000000000002,5.4,1.0290000000000001,2.0,1.114,3.4,1.0859999999999999,1.3430000000000002,0.429,1.229,1.6569999999999998,0.8859999999999999,0.6,0.34299999999999997,0.7709999999999999,2.2,6.486000000000001,14.28,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,26.0,DAL,1.0,26.0,0.0
16843,Draymond Green,SR,2012,F,Michigan State,Big Ten,37,33.216,5.73,12.757,4.324,9.135,1.405,3.622,3.378,4.676,2.135,8.514,10.649000000000001,3.8110000000000004,1.459,0.946,3.0269999999999997,2.838,16.243,28.89,0.556,2.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,35.0,GSW,2.0,35.0,0.0
16869,Nerlens Noel,FR,2013,F,Kentucky,SEC,24,31.875,4.083,6.917000000000001,4.083,6.917000000000001,0.0,0.0,2.292,4.333,2.708,6.75,9.458,1.5830000000000002,2.083,4.417,1.875,2.583,10.458,26.78,0.59,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,6.0,NOH,1.0,6.0,0.0
16893,Victor Oladipo,JR,2013,G,Indiana,Big Ten,36,28.361,5.056,8.443999999999999,4.2219999999999995,6.556,0.833,1.889,2.694,3.611,2.583,3.722,6.306,2.056,2.167,0.778,2.306,2.472,13.639000000000001,28.46,0.5710000000000001,2.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2013.0,1.0,2.0,ORL,1.0,2.0,0.0
16925,Mike Muscala,SR,2013,F,Bucknell,Patriot,34,31.735,6.676,13.118,6.559,12.647,0.11800000000000001,0.47100000000000003,5.265,6.676,2.8819999999999997,8.235,11.118,2.294,0.5,2.353,1.706,2.176,18.735,35.35,0.474,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,2.0,44.0,DAL,2.0,44.0,0.0
16935,Shabazz Muhammad,FR,2013,G,UCLA,Pac-12,32,30.844,6.312,14.25,5.062,10.937999999999999,1.25,3.312,4.0,5.625,2.719,2.5,5.218999999999999,0.8440000000000001,0.7190000000000001,0.125,1.594,1.656,17.875,28.75,0.48700000000000004,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,14.0,UTA,1.0,14.0,0.0
16939,Erik Murphy,SR,2013,F,Florida,SEC,36,26.444000000000003,4.556,8.833,2.556,4.417,2.0,4.417,1.111,1.4169999999999998,1.611,3.917,5.528,1.389,0.639,0.6940000000000001,1.4169999999999998,2.806,12.222000000000001,24.52,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,2.0,49.0,CHI,2.0,49.0,0.0
16944,Kelly Olynyk,JR,2013,F,Gonzaga,WCC,32,26.406,6.718999999999999,10.687999999999999,6.438,9.75,0.281,0.938,4.125,5.312,2.406,4.938,7.343999999999999,1.719,0.688,1.125,2.406,2.25,17.844,34.81,0.52,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,13.0,DAL,1.0,13.0,0.0
16950,Otto Porter,SO,2013,F,Georgetown,Big East,31,35.387,5.419,11.29,4.032,8.0,1.3869999999999998,3.29,3.935,5.065,1.774,5.71,7.484,2.71,1.839,0.903,1.516,1.9680000000000002,16.160999999999998,27.73,0.55,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,3.0,WAS,1.0,3.0,0.0
16951,Michael Porter,JR,2013,G,Southeast Missouri State,OVC,1,16.0,3.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,6.0,13.62,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,14.0,DEN,1.0,14.0,0.0
16956,A.J. Price,FR,2013,G,Texas-San Antonio,WAC,15,10.0,0.267,0.8,0.0,0.133,0.267,0.667,0.0,0.0,0.133,0.2,0.33299999999999996,0.467,0.2,0.0,1.133,0.867,0.8,-0.46,0.5,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,2.0,52.0,IND,2.0,52.0,0.0
16960,Mason Plumlee,SR,2013,F,Duke,ACC,36,34.667,6.138999999999999,10.25,6.138999999999999,10.25,0.0,0.0,4.806,7.056,2.722,7.222,9.943999999999999,1.944,1.0,1.444,2.861,2.556,17.083,27.08,0.47200000000000003,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,22.0,BRK,1.0,22.0,0.0
17006,Alex Oriakhi,SR,2013,F,Missouri,SEC,34,25.824,4.059,6.353,4.059,6.353,0.0,0.0,3.1180000000000003,4.176,3.1180000000000003,5.294,8.412,0.353,0.588,1.588,1.382,2.324,11.235,26.46,0.495,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,2.0,57.0,PHO,2.0,57.0,0.0
17011,Romero Osby,SR,2013,F,Oklahoma,Big 12,32,28.5,5.438,10.344000000000001,5.156000000000001,9.812000000000001,0.281,0.531,4.812,6.062,2.062,4.968999999999999,7.031000000000001,1.25,0.625,0.8440000000000001,1.3119999999999998,2.438,15.969000000000001,29.91,0.466,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,2.0,51.0,ORL,2.0,51.0,0.0
17045,Tony Mitchell,SO,2013,F,North Texas,Sun Belt,32,32.406,4.375,9.937999999999999,3.438,6.812,0.938,3.125,3.312,4.906000000000001,2.438,6.093999999999999,8.531,0.812,0.9690000000000001,2.719,2.438,2.906,13.0,23.55,0.47100000000000003,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,2.0,37.0,DET,2.0,37.0,0.0
17064,Alex Len,SO,2013,C,Maryland,ACC,38,26.421,4.553,8.526,4.526,8.316,0.026000000000000002,0.21100000000000002,2.763,4.026,2.8680000000000003,4.974,7.8420000000000005,0.9740000000000001,0.21100000000000002,2.053,1.579,2.658,11.895,26.38,0.5529999999999999,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,5.0,PHO,1.0,5.0,0.0
17113,Ryan Kelly,SR,2013,F,Duke,ACC,23,28.87,4.1739999999999995,9.217,2.6519999999999997,5.609,1.5219999999999998,3.609,3.0,3.696,1.609,3.696,5.303999999999999,1.652,0.696,1.609,1.0,2.391,12.87,26.06,0.5379999999999999,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,2.0,48.0,LAL,2.0,48.0,0.0
17129,Shane Larkin,SO,2013,G,Miami (FL),ACC,36,36.417,5.083,10.610999999999999,3.167,5.888999999999999,1.9169999999999998,4.7219999999999995,2.417,3.111,0.47200000000000003,3.361,3.833,4.556,1.972,0.111,2.278,1.639,14.5,22.75,0.43799999999999994,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,18.0,ATL,1.0,18.0,0.0
17146,Ben McLemore,FR,2013,G,Kansas,Big 12,37,32.189,5.351,10.811,3.378,6.108,1.973,4.703,3.2430000000000003,3.73,1.27,3.9189999999999996,5.189,1.973,1.0,0.6759999999999999,2.081,1.865,15.919,25.47,0.586,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,7.0,SAC,1.0,7.0,0.0
17213,Ray McCallum,JR,2013,G,Detroit Mercy,Horizon,33,36.606,6.485,13.212,5.212000000000001,9.273,1.273,3.9389999999999996,4.455,6.212000000000001,1.3030000000000002,3.758,5.061,4.455,1.939,0.606,2.061,2.0,18.697,29.14,0.48,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,2.0,36.0,SAC,2.0,36.0,0.0
17294,Deshaun Thomas,JR,2013,F,Ohio State,Big Ten,37,35.378,7.0,15.757,5.053999999999999,10.107999999999999,1.946,5.649,3.8110000000000004,4.5680000000000005,1.703,4.243,5.946000000000001,1.297,0.514,0.297,1.405,1.459,19.757,27.81,0.527,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,2.0,58.0,SAS,2.0,58.0,0.0
17346,Jeff Withey,SR,2013,C,Kansas,Big 12,37,30.919,5.0,8.595,4.973,8.568,0.027000000000000003,0.027000000000000003,3.7030000000000003,5.189,2.135,6.377999999999999,8.514,0.946,0.757,3.946,1.973,2.081,13.73,27.91,0.5379999999999999,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,2.0,39.0,POR,2.0,39.0,0.0
17352,Nate Wolters,SR,2013,G,South Dakota State,Summit,33,38.061,7.332999999999999,15.120999999999999,5.394,10.0,1.939,5.121,5.667000000000001,6.97,1.091,4.485,5.5760000000000005,5.848,1.7269999999999999,0.121,2.333,1.545,22.273000000000003,32.68,0.426,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,2.0,38.0,WAS,2.0,38.0,0.0
17380,Cody Zeller,SO,2013,F,Indiana,Big Ten,36,29.5,5.528,9.806000000000001,5.528,9.75,0.0,0.055999999999999994,5.444,7.194,2.806,5.222,8.027999999999999,1.306,1.028,1.25,2.25,2.222,16.5,30.54,0.623,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,4.0,CHA,1.0,4.0,0.0
17515,Andre Roberson,JR,2013,F,Colorado,Pac-12,31,33.419000000000004,4.258,8.871,3.645,7.0,0.613,1.871,1.742,3.161,2.968,8.226,11.194,1.419,2.161,1.3230000000000002,2.387,2.484,10.870999999999999,22.64,0.615,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,26.0,MIN,1.0,26.0,0.0
17587,Peyton Siva,SR,2013,G,Louisville,Big East,40,31.175,3.475,8.6,2.525,5.3,0.95,3.3,2.125,2.45,0.3,2.05,2.35,5.7,2.25,0.15,2.65,2.575,10.025,19.93,0.54,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,2.0,56.0,DET,2.0,56.0,0.0
17613,Tony Snell,JR,2013,G,New Mexico,MWC,35,31.229,4.114,9.743,2.286,5.0569999999999995,1.829,4.686,2.457,2.9139999999999997,0.4,2.229,2.6289999999999996,2.886,0.8290000000000001,0.486,2.057,1.314,12.514000000000001,20.36,0.47700000000000004,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,20.0,CHI,1.0,20.0,0.0
17655,Michael Carter-Williams,SO,2013,G,Syracuse,Big East,40,35.225,3.875,9.85,3.0,6.875,0.875,2.975,3.225,4.65,1.275,3.7,4.975,7.275,2.725,0.5,3.45,2.3,11.85,23.27,0.491,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,11.0,PHI,1.0,11.0,0.0
17690,Reggie Bullock,JR,2013,G,North Carolina,ACC,35,31.429000000000002,4.914,10.171,2.4,4.4,2.5140000000000002,5.771,1.6,2.086,2.029,4.428999999999999,6.457000000000001,2.886,1.2570000000000001,0.28600000000000003,1.229,1.429,13.943,27.18,0.46299999999999997,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,25.0,LAC,1.0,25.0,0.0
17699,Trey Burke,SO,2013,G,Michigan,Big Ten,39,35.333,6.641,14.359000000000002,4.692,9.282,1.949,5.077,3.41,4.256,0.5379999999999999,2.641,3.179,6.667000000000001,1.59,0.513,2.205,1.8719999999999999,18.641,30.24,0.502,4.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,9.0,MIN,1.0,9.0,0.0
17731,Isaiah Canaan,SR,2013,G,Murray State,OVC,31,36.484,6.935,16.097,3.903,7.903,3.032,8.193999999999999,4.9030000000000005,5.968,0.613,2.935,3.548,4.29,1.516,0.129,3.161,1.871,21.805999999999997,29.39,0.524,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,2.0,34.0,HOU,2.0,34.0,0.0
17736,Kentavious Caldwell-Pope,SO,2013,G,Georgia,SEC,32,33.938,5.812,13.437999999999999,3.188,6.406000000000001,2.625,7.031000000000001,4.218999999999999,5.281000000000001,1.156,5.906000000000001,7.062,1.8119999999999998,2.031,0.531,2.0,2.188,18.469,29.58,0.48,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,8.0,DET,1.0,8.0,0.0
17773,Gorgui Dieng,JR,2013,C,Louisville,Big East,33,31.090999999999998,3.7880000000000003,7.091,3.7880000000000003,7.091,0.0,0.0,2.2119999999999997,3.3939999999999997,3.424,5.97,9.394,2.0,1.3330000000000002,2.515,1.788,2.576,9.788,23.98,0.618,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,21.0,UTA,1.0,21.0,0.0
17805,Allen Crabbe,JR,2013,G,University of California,Pac-12,33,36.211999999999996,6.515,14.182,4.5760000000000005,8.606,1.939,5.5760000000000005,3.424,4.212,1.0,5.061,6.061,2.636,1.121,0.6970000000000001,2.515,2.0909999999999997,18.394000000000002,25.77,0.545,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,2.0,31.0,CLE,2.0,31.0,0.0
17915,Steven Adams,FR,2013,C,Pittsburgh,Big East,32,23.406,3.125,5.468999999999999,3.125,5.468999999999999,0.0,0.0,0.9690000000000001,2.188,2.812,3.531,6.343999999999999,0.625,0.6559999999999999,2.031,1.094,1.625,7.218999999999999,22.31,0.5710000000000001,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,12.0,OKC,1.0,12.0,0.0
17974,Lorenzo Brown,JR,2013,G,North Carolina State,ACC,33,34.211999999999996,4.242,10.121,3.636,7.818,0.606,2.303,3.273,4.242,0.667,3.667,4.333,7.242000000000001,1.97,0.5760000000000001,3.455,1.97,12.364,22.86,0.447,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,2.0,52.0,MIN,2.0,52.0,0.0
17995,Anthony Bennett,FR,2013,F,Nevada-Las Vegas,MWC,35,27.143,5.771,10.829,4.743,8.086,1.0290000000000001,2.7430000000000003,3.543,5.0569999999999995,2.457,5.686,8.142999999999999,0.971,0.6859999999999999,1.229,1.857,2.286,16.114,31.97,0.58,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0,1.0,CLE,1.0,1.0,0.0
