,Player,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,Year,Rd,Pk,Tm
200,Glenn Robinson,26.22777778,5.238888889,11.53888889,0.439388889,0.644444444,1.894444444,0.3335,4.6,9.633333333,0.467555556,0.474166667,2.316666667,2.85,0.780666667,1.05,3.138888889,4.194444444,1.733333333,0.827777778,0.377777778,1.916666667,1.85,13.43888889,22.85666667,2014,2,40,MIN
205,David West,27.8,5.386666667,10.90666667,0.4974,0.06,0.2,0.268866667,5.32,10.72666667,0.5014,0.5002,2.426666667,2.986666667,0.792266667,1.713333333,4.573333333,6.32,2.133333333,0.72,0.793333333,1.586666667,2.306666667,13.26666667,25.57266667,2003,1,18,NOH
206,Mo Williams,29.02941176,4.917647059,11.6,0.422529412,1.405882353,3.811764706,0.356705882,3.517647059,7.794117647,0.450058824,0.480705882,2.041176471,2.323529412,0.867470588,0.441176471,2.223529412,2.670588235,5.123529412,0.847058824,0.147058824,2.347058824,2.423529412,13.26470588,23.59411765,2003,2,47,UTA
207,O.J. Mayo,30.125,4.9125,11.5625,0.42,1.55,4.175,0.36875,3.375,7.4125,0.45075,0.48825,1.9,2.3125,0.812875,0.5,2.5125,3.0375,2.8875,1,0.275,2.025,2.3,13.2625,21.70875,2008,1,3,MIN
215,Jeff Green,29.89411765,4.776470588,10.88235294,0.441235294,0.982352941,3.029411765,0.324058824,3.8,7.858823529,0.486235294,0.485823529,2.547058824,3.182352941,0.798529412,0.911764706,3.476470588,4.394117647,1.570588235,0.717647059,0.523529412,1.429411765,2.235294118,13.11176471,21.99,2007,1,5,BOS
217,Josh Howard,27.66666667,4.9,11.31666667,0.4285,0.641666667,2.058333333,0.30675,4.275,9.258333333,0.455416667,0.45525,2.633333333,3.5,0.74075,1.375,3.5,4.891666667,1.416666667,0.941666667,0.458333333,1.3,2.5,13.09166667,24.15083333,2003,1,29,DAL
218,Kyle Lowry,29.33333333,4.206666667,9.913333333,0.421266667,1.52,4.186666667,0.337133333,2.686666667,5.72,0.466133333,0.488733333,3.186666667,3.9,0.811933333,0.78,3.2,3.993333333,5.66,1.313333333,0.266666667,2.133333333,2.553333333,13.08,25.82333333,2006,1,24,MEM
220,Dion Waiters,28.25555556,5.011111111,12.31111111,0.408,1.344444444,4.011111111,0.331777778,3.677777778,8.288888889,0.444111111,0.463666667,1.633333333,2.377777778,0.679666667,0.422222222,2.2,2.588888889,2.777777778,0.966666667,0.266666667,1.766666667,1.922222222,13.05555556,22.89444444,2012,1,4,CLE
222,Evan Fournier,26.97142857,4.728571429,10.55714286,0.45,1.614285714,4.3,0.376571429,3.114285714,6.228571429,0.499428571,0.526,1.985714286,2.471428571,0.795285714,0.428571429,2.214285714,2.642857143,2.428571429,0.785714286,0.085714286,1.557142857,2.371428571,13.02857143,23.05,2012,1,20,DEN
224,Reggie Jackson,25.62,4.88,11.39,0.4221,1.05,3.26,0.3083,3.82,8.16,0.4707,0.4676,2.17,2.54,0.8513,0.56,2.55,3.12,4.78,0.71,0.1,2.04,1.98,12.97,26.029,2011,1,24,OKC
230,Malcolm Brogdon,28.3,4.966666667,10.23333333,0.482333333,1.3,3.266666667,0.405,3.633333333,6.966666667,0.518666667,0.546666667,1.766666667,1.966666667,0.891666667,0.7,2.833333333,3.533333333,3.533333333,0.9,0.233333333,1.433333333,2.066666667,12.93333333,24.99333333,2016,2,36,MIL
236,Enes Kanter,23.54166667,5.233333333,9.7,0.540166667,0.1,0.325,0.324416667,5.133333333,9.375,0.547916667,0.545166667,2.225,2.866666667,0.775416667,3.241666667,4.958333333,8.2,0.958333333,0.441666667,0.425,1.658333333,2.325,12.83333333,29.24333333,2011,1,3,UTA
238,Brandon Knight,27.46363636,4.590909091,11.4,0.390818182,1.5,4.4,0.335818182,3.081818182,7.018181818,0.435545455,0.457,2.145454545,2.590909091,0.816454545,0.436363636,2.336363636,2.781818182,3.654545455,0.827272727,0.154545455,2.118181818,1.863636364,12.82727273,22.72545455,2011,1,8,DET
241,Kevin Knox,28.8,4.5,12.2,0.37,1.7,4.9,0.343,2.8,7.3,0.387,0.438,2.2,3,0.717,0.8,3.7,4.5,1.1,0.6,0.3,1.5,2.3,12.8,21.42,2018,1,9,NYK
242,Julius Randle,25.66,4.88,9.92,0.4664,0.26,0.9,0.2228,4.62,9.04,0.483,0.477,2.76,4.2,0.5774,1.7,5.4,7.1,2.22,0.52,0.4,2.1,2.82,12.8,23.116,2014,1,7,LAL
244,Myles Turner,27.75,4.925,9.95,0.49375,0.625,1.65,0.32675,4.325,8.3,0.5205,0.5235,2.25,2.9,0.76225,1.4,5.2,6.6,1.225,0.675,2,1.325,2.825,12.7,25.975,2015,1,11,IND
245,Serge Ibaka,29.03333333,5.258333333,10.375,0.510333333,0.8,2.125,0.341333333,4.458333333,8.241666667,0.540333333,0.543916667,1.425,1.85,0.7755,2.058333333,5.141666667,7.2,0.733333333,0.441666667,2.058333333,1.325,2.85,12.68333333,24.69083333,2008,1,24,SEA
247,Darren Collison,29.67,4.66,9.88,0.4709,0.92,2.35,0.3888,3.73,7.56,0.4953,0.5175,2.39,2.83,0.8509,0.46,2.22,2.69,5.02,1.15,0.16,1.97,1.73,12.63,23.999,2009,1,21,NOH
252,Jeff Teague,27.66,4.46,10.01,0.4409,0.87,2.46,0.3425,3.59,7.55,0.4695,0.4814,2.76,3.29,0.833,0.32,2.11,2.44,5.84,1.19,0.36,2.24,1.94,12.53,25.463,2009,1,19,ATL
253,David Lee,26.98571429,5.085714286,9.535714286,0.543928571,0,0.021428571,0.023785714,5.085714286,9.507142857,0.545428571,0.544,2.264285714,2.964285714,0.755071429,2.471428571,5.757142857,8.192857143,2.05,0.678571429,0.421428571,1.65,2.521428571,12.47857143,26.02571429,2005,1,30,NYK
254,J.J. Redick,25.50666667,4.193333333,9.46,0.4396,1.94,4.806666667,0.400266667,2.28,4.673333333,0.479733333,0.540066667,2.126666667,2.386666667,0.887533333,0.186666667,1.78,1.96,2.133333333,0.453333333,0.086666667,1.133333333,1.5,12.46666667,23.13533333,2006,1,11,ORL
255,Josh Smith,28.28235294,4.888235294,11.12941176,0.422352941,0.535294118,1.864705882,0.246882353,4.341176471,9.258823529,0.451411765,0.448352941,2.123529412,3.464705882,0.560823529,1.723529412,4.752941176,6.470588235,2.805882353,1.052941176,1.605882353,2.188235294,2.570588235,12.44705882,24.76352941,2004,1,17,ATL
257,Rodney Hood,26.51111111,4.5,10.52222222,0.427888889,1.611111111,4.422222222,0.364444444,2.888888889,6.1,0.471,0.503555556,1.733333333,2.044444444,0.839555556,0.355555556,2.3,2.633333333,1.755555556,0.755555556,0.2,1,2.055555556,12.35555556,22.99777778,2014,1,23,UTA
260,Josh Jackson,25.3,4.75,11.35,0.415,0.8,2.8,0.2935,3.9,8.55,0.4545,0.452,2.05,3.15,0.6525,1,3.45,4.5,1.9,0.95,0.6,2.05,2.7,12.3,24.165,2017,1,4,PHO
263,Mehmet Okur,27.43,4.36,9.74,0.4396,0.94,2.54,0.3561,3.43,7.2,0.4665,0.4859,2.61,3.26,0.7694,1.82,4.57,6.4,1.7,0.51,0.64,1.45,2.71,12.25,23.86,2001,2,38,DET
269,Rodney Stuckey,26.77,4.32,10.22,0.4181,0.42,1.41,0.284,3.88,8.8,0.4381,0.4398,3.18,3.85,0.8165,0.62,2.26,2.88,3.49,0.85,0.12,1.78,2,12.2,23.398,2007,1,15,DET
271,Gary Harris,27.94,4.56,10,0.4368,1.48,4.08,0.3426,3.06,5.92,0.505,0.507,1.56,2,0.7934,0.64,1.9,2.52,2.08,1.2,0.18,1.26,1.72,12.2,21.59,2014,1,19,CHI
273,Aaron Gordon,27.26,4.58,10.18,0.4514,1.08,3.28,0.308,3.54,6.9,0.511,0.4986,1.94,2.72,0.7074,1.54,4.56,6.1,2.04,0.74,0.64,1.32,2.02,12.14,24.528,2014,1,4,ORL
280,Kentavious Caldwell-Pope,29.88333333,4.316666667,10.41666667,0.412,1.666666667,4.883333333,0.342166667,2.6,5.533333333,0.473666667,0.492666667,1.683333333,2.1,0.794166667,0.683333333,2.666666667,3.366666667,1.633333333,1.15,0.2,1.016666667,1.883333333,11.95,21.055,2013,1,8,DET
283,J.R. Smith,26.73529412,4.329411765,10.46470588,0.410470588,1.941176471,5.270588235,0.366882353,2.376470588,5.194117647,0.452470588,0.504941176,1.329411765,1.811764706,0.730470588,0.476470588,2.564705882,3.035294118,2.188235294,1.035294118,0.229411765,1.329411765,2.188235294,11.94117647,23.06,2004,1,18,NOH
284,Dennis Schröder,22.68,4.52,10.66,0.4162,0.92,2.86,0.3084,3.6,7.82,0.4538,0.4572,2.02,2.48,0.792,0.4,2.12,2.52,4.14,0.74,0.1,2.06,1.8,11.92,25.71,2013,1,17,ATL
286,Richard Jefferson,28.08947368,4.094736842,9.005263158,0.453736842,0.947368421,2.463157895,0.356947368,3.173684211,6.547368421,0.487210526,0.515263158,2.757894737,3.584210526,0.731894737,0.715789474,3.152631579,3.878947368,1.957894737,0.631578947,0.284210526,1.431578947,2.121052632,11.89473684,19.96263158,2001,1,13,HOU
287,Andre Iguodala,33.12666667,4.28,9.213333333,0.4718,0.88,2.653333333,0.334666667,3.386666667,6.546666667,0.54,0.525,2.426666667,3.446666667,0.6774,0.92,4.12,5.04,4.36,1.473333333,0.506666667,1.873333333,1.793333333,11.88,21.75933333,2004,1,9,PHI
288,Gerald Wallace,29.52222222,4.183333333,9.005555556,0.456833333,0.544444444,1.727777778,0.277166667,3.638888889,7.305555556,0.4895,0.483388889,2.844444444,3.961111111,0.663944444,1.355555556,4.444444444,5.794444444,2.077777778,1.394444444,0.755555556,1.727777778,2.166666667,11.76666667,21.89444444,2001,1,25,SAC
289,Nicolas Batum,31.31818182,4.190909091,9.6,0.441181818,1.618181818,4.481818182,0.361545455,2.6,5.109090909,0.512181818,0.526272727,1.772727273,2.118181818,0.839727273,1.054545455,4.127272727,5.181818182,3.663636364,0.927272727,0.654545455,1.8,1.772727273,11.76363636,22.09454545,2008,1,25,HOU
294,Michael Beasley,21.33636364,4.8,10.24545455,0.473272727,0.436363636,1.281818182,0.334909091,4.363636364,8.945454545,0.492090909,0.494181818,1.672727273,2.209090909,0.751909091,1.018181818,3.427272727,4.418181818,1.227272727,0.536363636,0.509090909,1.572727273,2.090909091,11.69090909,26.92818182,2008,1,2,MIA
295,Larry Nance,27.53636364,4.818181818,9.045454545,0.537727273,0.063636364,0.290909091,0.227909091,4.754545455,8.781818182,0.55,0.543,1.909090909,2.554545455,0.738636364,2.327272727,4.963636364,7.318181818,1.990909091,1.072727273,1.390909091,1.118181818,2.645454545,11.67272727,26.38545455,2015,1,27,LAL
297,Luis Scola,25,4.82,9.8,0.4884,0.15,0.41,0.1525,4.67,9.36,0.499,0.5001,1.89,2.56,0.7334,1.75,4.71,6.5,1.59,0.61,0.29,1.49,2.7,11.66,24.322,2002,2,56,SAS
298,Avery Bradley,28.2,4.676923077,10.86923077,0.428461538,1.246153846,3.476923077,0.319615385,3.461538462,7.384615385,0.463076923,0.479846154,0.984615385,1.253846154,0.789692308,0.607692308,2.292307692,2.892307692,1.976923077,0.969230769,0.207692308,1.5,2.169230769,11.65384615,19.71538462,2010,1,19,BOS
302,Bobby Portis,22.23333333,4.633333333,10.28333333,0.453333333,1.05,2.8,0.361833333,3.583333333,7.483333333,0.483333333,0.501166667,1.283333333,1.666666667,0.756666667,2,4.85,6.8,1.2,0.583333333,0.35,1.216666667,2.266666667,11.6,28.28333333,2015,1,22,CHI
303,Wilson Chandler,28.60666667,4.486666667,10.26,0.432666667,1.213333333,3.473333333,0.3386,3.3,6.786666667,0.479466667,0.4954,1.413333333,1.813333333,0.762333333,1.04,4.006666667,5.06,1.693333333,0.66,0.666666667,1.36,2.586666667,11.58666667,20.91,2007,1,23,NYK
305,Chandler Parsons,28,4.3875,9.75,0.44225,1.475,4,0.360625,2.9375,5.75,0.49875,0.51775,1.3,1.8,0.71875,0.7,3.4125,4.125,2.5,0.8875,0.3125,1.4,1.9125,11.575,21.815,2011,2,38,HOU
306,Josh Richardson,29.95,4.225,9.975,0.42725,1.55,4.225,0.3815,2.65,5.75,0.46075,0.508,1.525,1.925,0.788,0.675,2.45,3.1,2.75,1.1,0.65,1.275,2.45,11.575,20.895,2015,2,40,MIA
307,Elfrid Payton,29.32857143,4.714285714,10.21428571,0.459142857,0.457142857,1.485714286,0.296428571,4.242857143,8.728571429,0.486142857,0.481,1.6,2.528571429,0.648714286,1.1,3.4,4.485714286,6.528571429,1.257142857,0.342857143,2.557142857,2.257142857,11.5,24.62714286,2014,1,10,PHI
309,Otto Porter,26.8,4.4375,9.325,0.46375,1.4625,3.525,0.379,2.9875,5.8125,0.5065,0.533375,1.175,1.4625,0.7875,1.0625,3.8625,4.9,1.6375,1.1875,0.4375,0.9375,1.7875,11.475,23.35125,2013,1,3,WAS
310,Desmond Mason,29.65,4.4,9.808333333,0.446166667,0.108333333,0.425,0.161666667,4.3,9.4,0.454416667,0.451666667,2.566666667,3.475,0.725333333,1.341666667,3.308333333,4.633333333,1.591666667,0.65,0.375,1.508333333,2.191666667,11.45,19.01666667,2000,1,17,SEA
311,Emeka Okafor,29.91,4.65,9.24,0.5108,0,0,0,4.65,9.24,0.5109,0.5108,2.14,3.58,0.6048,3.1,6.18,9.28,0.85,0.67,1.59,1.56,2.69,11.44,23.414,2004,1,2,CHA
313,Carl Landry,23.56153846,4.315384615,8.123076923,0.534230769,0.015384615,0.061538462,0.138,4.3,8.084615385,0.536230769,0.535461538,2.753846154,3.530769231,0.777846154,1.938461538,2.938461538,4.892307692,0.707692308,0.453846154,0.423076923,1.215384615,2.446153846,11.40769231,24.22307692,2007,2,31,SEA
315,Jaylen Brown,24.6,4.266666667,9.2,0.461333333,1.2,3.266666667,0.36,3.066666667,5.933333333,0.514333333,0.524333333,1.666666667,2.533333333,0.662333333,0.8,3.2,3.966666667,1.266666667,0.766666667,0.333333333,1.333333333,2.3,11.36666667,22.56333333,2016,1,3,BOS
317,Devin Harris,25.21428571,3.714285714,8.6,0.429190476,0.9,2.738095238,0.323,2.804761905,5.866666667,0.482238095,0.487047619,3.00952381,3.752380952,0.799142857,0.295238095,1.933333333,2.228571429,4.214285714,1,0.19047619,1.833333333,2.252380952,11.34285714,23.7052381,2004,1,5,WAS
318,Caris LeVert,24.86666667,4.233333333,9.733333333,0.438,1.133333333,3.533333333,0.326666667,3.1,6.166666667,0.511333333,0.499666667,1.733333333,2.433333333,0.707333333,0.666666667,2.9,3.6,3.333333333,1.066666667,0.266666667,1.633333333,1.9,11.33333333,25.03333333,2016,1,20,IND
321,Ty Lawson,27.39,4.04,8.94,0.4486,0.79,2.21,0.355,3.27,6.72,0.479,0.4928,2.33,3.05,0.7312,0.59,2.01,2.6,5.59,1.08,0.1,1.94,1.54,11.22,23.579,2009,1,18,MIN
322,Jordan Crawford,22.55833333,4.216666667,10.25,0.41175,1.158333333,3.458333333,0.335583333,3.058333333,6.791666667,0.44375,0.4735,1.616666667,1.941666667,0.83175,0.516666667,1.825,2.35,3.016666667,0.633333333,0.091666667,1.75,1.491666667,11.21666667,25.02166667,2010,1,27,NJN
323,Nick Young,22.72857143,3.928571429,9.585714286,0.405214286,1.464285714,3.935714286,0.372571429,2.471428571,5.642857143,0.406214286,0.488357143,1.857142857,2.228571429,0.778571429,0.371428571,1.535714286,1.9,0.921428571,0.535714286,0.214285714,1,1.85,11.20714286,21.72142857,2007,1,16,WAS
325,Markieff Morris,24.90833333,4.308333333,9.8,0.435916667,0.816666667,2.508333333,0.33,3.475,7.3,0.474083333,0.480583333,1.675,2.158333333,0.763916667,1.216666667,4.075,5.3,1.641666667,0.833333333,0.533333333,1.541666667,2.916666667,11.13333333,23.22083333,2011,1,13,PHO
327,Kelly Oubre,23.66666667,3.966666667,9.133333333,0.430333333,1.233333333,3.833333333,0.316666667,2.75,5.35,0.509333333,0.495833333,1.966666667,2.566666667,0.757833333,0.816666667,3.166666667,3.983333333,0.916666667,0.916666667,0.55,1.083333333,2.466666667,11.13333333,22.975,2015,1,15,ATL
329,Taurean Waller-Prince,24.93333333,3.933333333,9.166666667,0.422333333,1.633333333,4.333333333,0.366333333,2.266666667,4.833333333,0.467333333,0.506333333,1.633333333,1.966666667,0.816666667,0.466666667,3.166666667,3.666666667,1.866666667,0.9,0.433333333,1.7,2.066666667,11.1,21.93333333,2016,1,12,UTA
330,Brandon Jennings,25.63076923,3.884615385,10.16153846,0.372692308,1.376923077,4.061538462,0.325076923,2.546153846,6.1,0.410461538,0.441692308,1.969230769,2.484615385,0.788230769,0.484615385,2.161538462,2.638461538,4.984615385,1.007692308,0.146153846,1.815384615,1.546153846,11.1,24.59076923,2009,1,10,MIL
333,Raymond Felton,29.025,4.175,10.05625,0.413625,0.9875,2.95,0.3335,3.16875,7.11875,0.44825,0.464375,1.74375,2.21875,0.7915,0.55,2.3375,2.875,5.325,1.16875,0.2,2.0375,1.85,11.05,22.358125,2005,1,5,CHA
334,Andrew Bynum,23.81,4.41,8.54,0.5104,0,0.01,0.02,4.41,8.53,0.511,0.5104,2.19,3.16,0.6688,2.41,5.14,7.57,1.14,0.28,1.41,1.53,2.13,11.04,25.759,2005,1,10,LAL
336,Ricky Rubio,31.0375,3.55,9.3125,0.3815,0.8,2.5125,0.31425,2.775,6.775,0.407625,0.424,3.1125,3.7125,0.83325,0.675,3.65,4.3375,7.7625,1.9125,0.1,2.775,2.6125,11.0125,24.16625,2009,1,5,MIN
340,Arron Afflalo,27.87692308,3.992307692,8.984615385,0.440769231,1.153846154,3.061538462,0.374,2.830769231,5.923076923,0.471230769,0.506538462,1.846153846,2.223076923,0.828,0.4,2.446153846,2.846153846,1.769230769,0.453846154,0.169230769,1.176923077,1.953846154,10.99230769,18.23307692,2007,1,27,DET
345,Greg Monroe,21.92,4.426666667,8.393333333,0.534066667,0.02,0.033333333,0.08,4.406666667,8.34,0.534733333,0.535666667,2.053333333,2.88,0.6504,2.313333333,4.46,6.786666667,1.846666667,0.78,0.42,1.493333333,1.88,10.95333333,32.31466667,2010,1,7,DET
347,George Hill,27.41333333,3.9,8.526666667,0.454866667,1.186666667,3.146666667,0.376733333,2.713333333,5.386666667,0.502866667,0.523466667,1.906666667,2.373333333,0.8018,0.606666667,2.36,2.973333333,3.113333333,0.92,0.273333333,1.266666667,2.073333333,10.92,21.794,2008,1,26,SAS
349,Juan Carlos Navarro,25.8,3.8,9.3,0.402,1.9,5.3,0.361,1.9,4.1,0.455,0.504,1.5,1.8,0.849,0.4,2.1,2.6,2.2,0.6,0,1.6,1.1,10.9,20.9,2002,2,40,WAS
354,Chris Kaman,25.56153846,4.569230769,9.376923077,0.488076923,0.007692308,0.046153846,0.019230769,4.561538462,9.315384615,0.490923077,0.489,1.692307692,2.276923077,0.758307692,1.907692308,5.315384615,7.223076923,1.284615385,0.415384615,1.238461538,2.038461538,2.546153846,10.86153846,22.67307692,2003,1,6,LAC
357,Drew Gooden,24.67391304,4.291304348,9.226086957,0.45773913,0.095652174,0.386956522,0.147608696,4.191304348,8.856521739,0.468565217,0.464652174,2.182608696,2.765217391,0.78273913,2.347826087,4.791304348,7.139130435,1.086956522,0.608695652,0.556521739,1.534782609,2.47826087,10.84347826,24.04130435,2002,1,4,MEM
358,Marcus Thornton,21.64375,3.9875,9.58125,0.40875,1.3875,3.975,0.343625,2.5875,5.6125,0.459375,0.4808125,1.4625,1.7875,0.8193125,0.75625,1.9375,2.7,1.34375,0.83125,0.13125,0.975,1.40625,10.83125,25.335625,2009,2,43,MIA
359,Marcus Thornton,21.64375,3.9875,9.58125,0.40875,1.3875,3.975,0.343625,2.5875,5.6125,0.459375,0.4808125,1.4625,1.7875,0.8193125,0.75625,1.9375,2.7,1.34375,0.83125,0.13125,0.975,1.40625,10.83125,25.335625,2015,2,45,BOS
362,Trey Burke,21.9375,4.175,9.8625,0.42825,1.1375,3.275,0.35675,3.025,6.575,0.464,0.4865,1.325,1.6625,0.796875,0.4,1.5125,1.925,3.3625,0.575,0.125,1.1625,1.2625,10.8,26.6325,2013,1,9,MIN
363,Shai Gilgeous-Alexander,26.5,4.2,8.7,0.476,0.6,1.7,0.367,3.5,7,0.503,0.512,1.9,2.4,0.8,0.7,2.1,2.8,3.3,1.2,0.5,1.7,2.1,10.8,22.84,2018,1,11,CHO
364,Derrick Favors,24.7,4.381818182,8.363636364,0.521454545,0.045454545,0.209090909,0.082454545,4.336363636,8.154545455,0.530727273,0.524,1.990909091,3.072727273,0.644818182,2.4,4.427272727,6.827272727,1.018181818,0.727272727,1.227272727,1.345454545,2.681818182,10.8,25.06090909,2010,1,3,NJN
368,Emmanuel Mudiay,23.83333333,3.983333333,10.16666667,0.390666667,0.883333333,2.833333333,0.308333333,3.116666667,7.333333333,0.421,0.434666667,1.916666667,2.583333333,0.747,0.483333333,2.416666667,2.85,3.883333333,0.733333333,0.266666667,2.2,1.566666667,10.75,23.7,2015,1,7,DEN
370,Kenyon Martin,28.39333333,4.486666667,9.213333333,0.4874,0.06,0.333333333,0.154,4.406666667,8.906666667,0.496333333,0.490733333,1.673333333,2.946666667,0.596733333,1.706666667,4.8,6.513333333,1.606666667,1.02,0.993333333,1.593333333,3.246666667,10.72666667,20.688,2000,1,1,NJN
376,Ryan Anderson,23.46923077,3.653846154,8.823076923,0.390538462,1.730769231,4.669230769,0.351615385,1.930769231,4.138461538,0.433692308,0.488307692,1.576923077,1.838461538,0.814846154,1.738461538,2.915384615,4.653846154,0.846153846,0.446153846,0.269230769,0.853846154,1.746153846,10.63846154,22.52538462,2008,1,21,NJN
377,Nenê Hilário,24.45555556,4.088888889,7.627777778,0.506277778,0,0.061111111,0.044444444,4.077777778,7.583333333,0.510222222,0.506388889,2.427777778,3.705555556,0.616388889,1.6,4.2,5.8,1.688888889,0.95,0.744444444,1.811111111,2.822222222,10.61111111,20.13666667,2002,1,7,NYK
379,Clint Capela,22.32,4.58,7.26,0.6016,0,0,0,4.58,7.24,0.602,0.6016,1.42,2.94,0.456,2.74,5.46,8.2,0.82,0.58,1.32,1.06,2.3,10.56,28.368,2014,1,25,HOU
380,Rudy Gobert,27.61666667,3.833333333,6.166666667,0.600166667,0,0,0,3.833333333,6.166666667,0.600833333,0.600166667,2.816666667,4.483333333,0.609166667,3.05,6.95,10.05,1.266666667,0.65,2.1,1.55,2.45,10.53333333,24.86833333,2013,1,27,DEN
381,Domantas Sabonis,23.13333333,4.2,8.1,0.501,0.3,0.9,0.400333333,3.866666667,7.2,0.518,0.524,1.866666667,2.566666667,0.707333333,1.766666667,5.1,6.866666667,1.966666667,0.533333333,0.4,1.7,2.9,10.53333333,24.23,2016,1,11,ORL
382,Terrence Ross,24.81111111,3.933333333,9.3,0.422888889,1.777777778,4.811111111,0.363333333,2.177777778,4.455555556,0.485333333,0.516888889,0.877777778,1.066666667,0.806111111,0.344444444,2.422222222,2.766666667,1.166666667,0.911111111,0.366666667,0.944444444,1.833333333,10.52222222,21.53666667,2012,1,8,TOR
383,Marvin Williams,28.67857143,3.778571429,8.514285714,0.4415,0.971428571,2.678571429,0.324642857,2.8,5.85,0.485142857,0.501071429,2.021428571,2.5,0.801142857,1.221428571,4.05,5.278571429,1.3,0.764285714,0.542857143,0.985714286,2.028571429,10.51428571,20.52428571,2005,1,2,ATL
385,Kenneth Faried,22.04,4.21,7.57,0.5581,0.06,0.21,0.1495,4.16,7.35,0.5704,0.5624,1.95,2.99,0.6553,2.84,4.58,7.42,0.83,0.63,0.74,1.15,2.26,10.44,28.31,2011,1,22,DEN
388,Al Thornton,25.45,4.05,8.7875,0.46575,0.1875,0.625,0.245375,3.8625,8.1625,0.47875,0.475,2.075,2.7875,0.75225,1.2,2.6,3.8125,1.0875,0.5875,0.4125,1.2875,2.4625,10.375,19.725,2007,1,14,LAC
391,Jarrett Jack,26.8,3.7,8.5,0.447733333,0.64,1.953333333,0.299533333,3.066666667,6.553333333,0.499066667,0.482266667,2.266666667,2.62,0.864333333,0.306666667,2.42,2.74,4.48,0.82,0.113333333,1.993333333,1.826666667,10.30666667,20.674,2005,1,22,DEN
392,Wendell Carter,25.2,4.1,8.4,0.485,0.1,0.7,0.188,4,7.7,0.513,0.493,2,2.5,0.795,2,5,7,1.8,0.6,1.3,1.5,3.5,10.3,23.93,2018,1,7,CHI
396,Rajon Rondo,31.72666667,4.34,9.646666667,0.449,0.453333333,1.44,0.289666667,3.886666667,8.193333333,0.471533333,0.472266667,1.153333333,1.96,0.5668,1.02,4.04,5.046666667,8.7,1.64,0.14,2.953333333,2.2,10.28,23.196,2006,1,21,PHO
399,Mike Dunleavy,25.52,3.635,8.325,0.42755,1.225,3.305,0.3619,2.415,5.03,0.4723,0.50625,1.79,2.235,0.80245,0.635,3.21,3.85,2.07,0.665,0.285,1.335,1.945,10.265,20.5805,2002,1,3,GSW
401,Tayshaun Prince,29.38421053,4.2,9.252631579,0.452578947,0.552631579,1.4,0.385947368,3.652631579,7.868421053,0.464052632,0.483947368,1.3,1.731578947,0.733894737,1.015789474,3.073684211,4.084210526,2.226315789,0.552631579,0.421052632,0.952631579,1.142105263,10.24736842,19.35736842,2002,1,23,DET
402,Tony Wroten,20.025,3.575,9.075,0.388,0.575,2.475,0.225,3,6.575,0.44375,0.41675,2.5,3.975,0.64325,0.6,1.775,2.375,2.975,0.825,0.15,2.75,1.725,10.225,21.67,2012,1,25,MEM
403,Mike Miller,25.73157895,3.742105263,8.205263158,0.442684211,1.447368421,3.589473684,0.404526316,2.305263158,4.621052632,0.466263158,0.545368421,1.284210526,1.647368421,0.721315789,0.584210526,3.536842105,4.105263158,2.415789474,0.526315789,0.215789474,1.457894737,1.947368421,10.22105263,19.53421053,2000,1,5,ORL
