",,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced"
"Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48"
"158,2017,NBA,2,38,CHI,Jordan Bell\belljo01,22.172,F,us,University of Oregon,2018,2019,125,12.8,3.9,3.1,1.4,0.4,0.9,.570,.580,.000,.647,4.5,.136"
"159,2017,NBA,2,39,PHI,Jawun Evans\evansja01,20.336,G,us,Oklahoma State University,2018,2019,56,15.1,4.2,1.7,2.0,0.7,0.1,.345,.367,.263,.776,-0.4,-0.022"
"160,2017,NBA,2,40,NOP,Dwayne Bacon\bacondw01,21.302,G,us,Florida State University,2018,2019,96,15.3,5.1,2.2,0.9,0.3,0.1,.432,.455,.377,.761,1.1,.034"
"161,2017,NBA,2,41,ATL,Tyler Dorsey\dorsety01,21.130,G,us,University of Oregon,2018,2019,104,16.1,6.7,2.3,1.3,0.3,0.1,.389,.429,.350,.669,1.0,.030"
"162,2017,NBA,2,42,UTA,Thomas Bryant\bryanth01,19.331,C,us,Indiana University,2018,2019,87,18.0,9.0,5.4,1.1,0.3,0.8,.606,.684,.312,.767,5.6,.172"
"163,2017,NBA,2,43,HOU,Isaiah Hartenstein\harteis01,19.053,F,us,,2019,2019,28,7.9,1.9,1.7,0.5,0.3,0.4,.488,.514,.333,.786,0.5,.101"
"164,2017,NBA,2,44,NYK,Damyean Dotson\dotsoda01,23.053,G,us,University of Oregon,2018,2019,117,21.2,8.2,3.0,1.4,0.6,0.1,.421,.477,.361,.736,2.1,.041"
"165,2017,NBA,2,45,HOU,Dillon Brooks\brookdi01,21.157,F-G,ca,University of Oregon,2018,2019,100,26.8,10.3,2.9,1.5,0.8,0.2,.435,.475,.359,.745,1.2,.021"
"166,2017,NBA,2,46,PHI,Sterling Brown\brownst02,22.138,G,us,Southern Methodist University,2018,2019,112,16.2,5.3,2.9,1.0,0.5,0.2,.439,.509,.357,.758,2.8,.074"
"167,2017,NBA,2,47,IND,Ike Anigbogu\anigbik01,18.253,F-C,us,University of California Los Angeles,2018,2019,14,2.6,0.9,0.9,0.1,0.1,0.3,.333,.333,,.833,0.0,.057"
"168,2017,NBA,2,48,MIL,Sindarius Thornwell\thornsi01,22.225,G,us,University of South Carolina,2018,2019,137,10.7,2.5,1.3,0.6,0.5,0.2,.415,.442,.342,.689,1.0,.034"
"169,2017,NBA,2,49,DEN,Vlatko ?an?ar\cancavl01,20.078,F,si,,,,,,,,,,,,,,,,"
"170,2017,NBA,2,50,PHI,Mathias Lessort\lessoma01,21.272,F,mq,,,,,,,,,,,,,,,,"
"171,2017,NBA,2,51,DEN,Monte Morris\morrimo01,22.001,G,us,Iowa State University,2018,2019,85,23.5,10.1,2.3,3.6,0.9,0.0,.494,.533,.412,.807,6.4,.153"
"172,2017,NBA,2,52,NOP,Edmond Sumner\sumneed01,21.179,G,us,Xavier University,2018,2019,24,8.8,2.8,1.0,0.4,0.5,0.2,.354,.421,.259,.625,0.1,.024"
"173,2017,NBA,2,53,BOS,Kadeem Allen\allenka01,24.164,G,us,University of Arizona,2018,2019,37,14.1,5.6,1.7,2.4,0.5,0.2,.436,.466,.362,.778,0.9,.080"
"174,2017,NBA,2,54,PHO,Alec Peters\peteral01,22.076,F,us,Valparaiso University,2018,2018,20,11.3,4.1,1.9,0.6,0.1,0.1,.378,.625,.310,.800,0.3,.055"
"175,2017,NBA,2,55,UTA,Nigel Williams-Goss\willini01,22.285,G,us,Gonzaga University,,,,,,,,,,,,,,,"
"176,2017,NBA,2,56,BOS,Jabari Bird\birdja01,22.360,G,us,University of California,2018,2018,13,8.8,3.0,1.5,0.6,0.2,0.1,.577,.632,.429,.462,0.2,.098"
"177,2017,NBA,2,57,BRK,Aleksandar Vezenkov\vezenal01,21.326,F,cy,,,,,,,,,,,,,,,,"
"178,2017,NBA,2,58,NYK,Ognjen Jaramaz\jaramog01,21.300,G,yu,,,,,,,,,,,,,,,,"
"179,2017,NBA,2,59,SAS,Jaron Blossomgame\blossja01,23.285,F,us,Clemson University,2019,2019,27,16.3,4.2,3.6,0.5,0.3,0.3,.443,.552,.256,.769,0.3,.030"
"180,2017,NBA,2,60,ATL,Alpha Kaba\kabaal01,21.150,F,fr,,,,,,,,,,,,,,,,"
"181,2016,NBA,1,1,PHI,Ben Simmons\simmobe01,19.343,G-F,au,Louisiana State University,2018,2019,160,34.0,16.4,8.5,7.9,1.6,0.8,.554,.558,.000,.583,17.5,.154"
"182,2016,NBA,1,2,LAL,Brandon Ingram\ingrabr01,18.299,F,us,Duke University,2017,2019,190,31.7,13.9,4.7,2.9,0.6,0.6,.458,.485,.329,.662,4.5,.036"
"183,2016,NBA,1,3,BOS,Jaylen Brown\brownja02,19.247,F-G,us,University of California,2017,2019,222,24.4,11.2,4.0,1.3,0.8,0.3,.462,.516,.365,.658,9.0,.080"
"184,2016,NBA,1,4,PHO,Dragan Bender\bendedr01,18.223,F,ba,,2017,2019,171,20.3,5.3,3.8,1.2,0.3,0.6,.394,.516,.321,.647,0.2,.002"
"185,2016,NBA,1,5,MIN,Kris Dunn\dunnkr01,22.103,G,us,Providence College,2017,2019,176,24.1,8.6,3.3,4.4,1.4,0.5,.417,.441,.323,.723,1.6,.018"
"186,2016,NBA,1,6,NOP,Buddy Hield\hieldbu01,23.194,G,bs,University of Oklahoma,2017,2019,244,26.8,14.9,4.0,2.0,0.7,0.3,.446,.471,.419,.874,10.0,.073"
"187,2016,NBA,1,7,DEN,Jamal Murray\murraja01,19.125,G,ca,University of Kentucky,2017,2019,238,28.5,14.8,3.5,3.4,0.8,0.3,.434,.483,.362,.879,12.0,.085"
"188,2016,NBA,1,8,SAC,Marquese Chriss\chrisma01,18.361,F,us,University of Washington,2017,2019,197,19.1,7.6,4.5,0.8,0.7,0.8,.429,.509,.296,.628,2.3,.029"
"189,2016,NBA,1,9,TOR,Jakob Pöltl\poeltja01,20.257,C,at,University of Utah,2017,2019,213,16.1,5.4,4.5,0.8,0.4,0.9,.643,.643,.500,.560,12.3,.173"
"190,2016,NBA,1,10,MIL,Thon Maker\makerth01,19.123,F-C,ss,,2017,2019,195,14.2,4.6,2.8,0.6,0.4,0.7,.421,.493,.326,.677,4.8,.083"
"191,2016,NBA,1,11,ORL,Domantas Sabonis\sabondo01,20.056,F-C,us,Gonzaga University,2017,2019,229,23.1,10.4,6.8,1.9,0.6,0.4,.513,.535,.343,.722,13.1,.119"
"192,2016,NBA,1,12,UTA,Taurean Waller-Prince\princta02,22.099,F,us,Baylor University,2017,2019,196,25.5,11.4,3.8,2.0,0.9,0.4,.427,.468,.380,.823,4.6,.044"
"193,2016,NBA,1,13,PHO,Georgios Papagiannis\papagge01,18.360,C,gr,,2017,2018,39,12.2,4.1,3.2,0.7,0.2,0.6,.514,.521,.000,.857,0.4,.044"
"194,2016,NBA,1,14,CHI,Denzel Valentine\valende01,22.225,G,us,Michigan State University,2017,2018,134,22.9,8.0,4.1,2.3,0.7,0.1,.399,.434,.374,.754,3.1,.048"
"195,2016,NBA,1,15,DEN,Juan Hernangómez\hernaju01,20.274,F,es,,2017,2019,157,15.8,5.1,3.2,0.6,0.4,0.2,.437,.528,.366,.764,5.1,.100"
"196,2016,NBA,1,16,BOS,Guerschon Yabusele\yabusgu01,20.194,F,fr,,2018,2019,74,6.6,2.3,1.4,0.4,0.2,0.2,.442,.548,.323,.682,1.1,.105"
"197,2016,NBA,1,17,MEM,Wade Baldwin\baldwwa01,20.091,G,us,Vanderbilt University,2017,2019,56,10.3,3.1,1.2,1.4,0.4,0.2,.355,.383,.250,.776,-0.3,-0.028"
"198,2016,NBA,1,18,DET,Henry Ellenson\ellenhe01,19.166,F,us,Marquette University,2017,2019,76,9.7,4.3,2.5,0.6,0.2,0.0,.377,.395,.353,.774,0.3,.022"
"199,2016,NBA,1,19,DEN,Malik Beasley\beaslma01,19.214,G,us,Florida State University,2017,2019,165,15.9,7.2,1.7,0.8,0.5,0.1,.461,.539,.388,.789,5.0,.092"
"200,2016,NBA,1,20,IND,Caris LeVert\leverca01,21.308,G-F,us,University of Michigan,2017,2019,168,24.8,11.1,3.6,3.4,1.0,0.3,.437,.499,.329,.707,5.8,.066"
"201,2016,NBA,1,21,ATL,DeAndre' Bembry\bembrde01,21.360,F,us,Saint Joseph's University,2017,2019,146,18.9,6.3,3.3,1.9,0.9,0.4,.445,.504,.281,.605,0.8,.014"
"202,2016,NBA,1,22,CHO,Malachi Richardson\richama01,20.175,G,us,Syracuse University,2017,2019,70,8.9,2.8,1.0,0.3,0.2,0.0,.358,.415,.301,.783,-0.1,-0.009"
"203,2016,NBA,1,23,BOS,Ante Žiži?\zizican01,19.175,F-C,hr,,2018,2019,91,14.2,6.4,4.2,0.6,0.2,0.4,.583,.583,,.708,3.0,.110"
"204,2016,NBA,1,24,PHI,Timothé Luwawu-Cabarrot\luwawti01,21.051,F,fr,,2017,2019,171,15.6,5.7,1.9,0.9,0.4,0.1,.387,.457,.320,.820,1.8,.033"
"205,2016,NBA,1,25,LAC,Brice Johnson\johnsbr02,22.002,F,us,University of North Carolina,2017,2018,21,5.1,2.2,1.6,0.1,0.5,0.3,.449,.458,.000,.600,0.1,.062"
"206,2016,NBA,1,26,PHI,Furkan Korkmaz\korkmfu01,18.339,G,tr,,2018,2019,62,12.2,4.9,1.9,0.9,0.5,0.0,.388,.482,.323,.792,1.1,.070"
"207,2016,NBA,1,27,TOR,Pascal Siakam\siakapa01,22.088,F,cm,New Mexico State University,2017,2019,216,23.5,10.1,5.1,2.0,0.7,0.6,.531,.592,.309,.743,15.5,.146"
"208,2016,NBA,1,28,PHO,Skal Labissière\labissk01,20.102,F,ht,University of Kentucky,2017,2019,115,17.6,7.6,4.3,1.0,0.4,0.6,.480,.492,.375,.746,3.0,.070"
"209,2016,NBA,1,29,SAS,Dejounte Murray\murrade01,19.282,G,us,University of Washington,2017,2018,119,17.4,6.6,4.2,2.3,0.9,0.3,.441,.452,.316,.708,3.2,.074"
"210,2016,NBA,1,30,GSW,Damian Jones\jonesda03,20.364,F-C,us,Vanderbilt University,2017,2019,49,11.9,3.6,2.3,0.6,0.3,0.7,.643,.643,,.577,1.6,.129"
"211,2016,NBA,2,31,BOS,Deyonta Davis\davisde01,19.208,C-F,us,Michigan State University,2017,2019,107,12.1,4.2,3.2,0.4,0.2,0.6,.599,.601,.000,.635,3.6,.131"
"212,2016,NBA,2,32,LAL,Ivica Zubac\zubaciv01,19.102,C,ba,,2017,2019,140,14.7,6.9,4.6,0.8,0.3,0.7,.540,.543,.000,.761,5.3,.124"
"213,2016,NBA,2,33,LAC,Cheick Diallo\diallch01,19.288,F,ml,University of Kansas,2017,2019,133,12.6,5.5,4.6,0.4,0.3,0.5,.585,.588,.250,.747,5.0,.142"
"214,2016,NBA,2,34,PHO,Tyler Ulis\ulisty01,20.175,G,us,University of Kentucky,2017,2019,133,20.9,7.5,1.7,4.0,0.9,0.1,.403,.439,.280,.808,0.5,.008"
"215,2016,NBA,2,35,BOS,Rade Zagorac\zagorra01,20.321,G-F,rs,,,,,,,,,,,,,,,,"
"216,2016,NBA,2,36,MIL,Malcolm Brogdon\brogdma01,23.200,G,us,University of Virginia,2017,2019,187,28.1,12.8,3.5,3.6,0.9,0.2,.484,.519,.408,.895,13.4,.122"
"217,2016,NBA,2,37,HOU,Chinanu Onuaku\onuakch01,19.239,F-C,us,University of Louisville,2017,2018,6,12.3,3.0,2.3,0.7,0.5,0.2,.583,.583,,1.000,0.1,.043"
"218,2016,NBA,2,38,MIL,Patrick McCaw\mccawpa01,20.247,G,us,University of Nevada Las Vegas,2017,2019,157,15.5,3.7,1.5,1.2,0.6,0.2,.420,.513,.299,.791,2.8,.056"
"219,2016,NBA,2,39,NOP,David Michineau\michida01,22.023,G,gp,,,,,,,,,,,,,,,,"
"220,2016,NBA,2,40,NOP,Diamond Stone\stonedi01,19.138,C,us,University of Maryland,2017,2017,7,3.4,1.4,0.9,0.0,0.0,0.1,.231,.231,,1.000,-0.1,-0.211"
"221,2016,NBA,2,41,ORL,Stephen Zimmerman\zimmest01,19.292,C,us,University of Nevada Las Vegas,2017,2017,19,5.7,1.2,1.8,0.2,0.1,0.3,.323,.323,,.600,0.0,-0.005"
"222,2016,NBA,2,42,UTA,Isaiah Whitehead\whiteis01,21.113,G,us,Seton Hall University,2017,2018,89,20.5,7.2,2.4,2.4,0.6,0.4,.411,.452,.305,.788,-0.9,-0.025"
"223,2016,NBA,2,43,HOU,Zhou Qi\qizh01,20.164,F-C,cn,,2018,2019,19,6.6,1.3,1.2,0.1,0.1,0.7,.212,.357,.105,.667,-0.2,-0.093"
"224,2016,NBA,2,44,ATL,Isaïa Cordinier\cordiis01,19.212,G,fr,,,,,,,,,,,,,,,,"
"225,2016,NBA,2,45,BOS,Demetrius Jackson\jacksde01,21.295,G,us,University of Notre Dame,2017,2019,26,5.2,1.8,0.7,0.7,0.3,0.0,.486,.609,.286,.667,0.2,.087"
"226,2016,NBA,2,46,DAL,A.J. Hammons\hammoaj01,23.306,C,us,Purdue University,2017,2017,22,7.4,2.2,1.6,0.2,0.0,0.6,.405,.375,.500,.450,0.0,-0.001"
"227,2016,NBA,2,47,ORL,Jake Layman\laymaja01,22.114,F,us,University of Maryland,2017,2019,141,12.3,4.6,1.8,0.5,0.3,0.3,.457,.584,.302,.714,2.7,.075"
"228,2016,NBA,2,48,CHI,Paul Zipser\zipsepa01,22.131,G-F,de,,2017,2018,98,17.0,4.7,2.6,0.8,0.4,0.3,.371,.402,.335,.769,0.0,-0.001"
"229,2016,NBA,2,49,DET,Michael Gbinije\gbinimi01,24.024,G,us,Syracuse University,2017,2017,9,3.6,0.4,0.3,0.2,0.0,0.0,.100,.167,.000,1.000,-0.1,-0.136"
"230,2016,NBA,2,50,IND,Georges Niang\niangge01,23.012,F,us,Iowa State University,2017,2019,91,7.0,2.9,1.2,0.5,0.2,0.1,.434,.514,.364,.821,1.0,.073"
"231,2016,NBA,2,51,BOS,Ben Bentil\bentibe01,21.092,F,gh,Providence College,2017,2017,3,3.3,0.0,0.7,0.0,0.0,0.0,.000,.000,.000,,-0.1,-0.473"
"232,2016,NBA,2,52,UTA,Joel Bolomboy\bolomjo01,22.152,F,ua,Weber State University,2017,2018,18,5.1,1.7,1.5,0.1,0.2,0.1,.545,.647,.200,.500,0.3,.132"
"233,2016,NBA,2,53,DEN,Petr Cornelie\cornepe01,20.338,F,fr,,,,,,,,,,,,,,,,"
"234,2016,NBA,2,54,ATL,Kay Felder\feldeka01,21.092,G,us,Oakland University,2017,2018,58,9.1,3.8,1.0,1.3,0.4,0.1,.364,.385,.268,.754,-0.4,-0.041"
"235,2016,NBA,2,55,BRK,Marcus Paige\paigema01,22.291,G,us,University of North Carolina,2018,2018,5,5.6,2.4,0.8,0.6,0.0,0.0,.286,.333,.250,1.000,0.0,-0.006"
"236,2016,NBA,2,56,DEN,Daniel Hamilton\hamilda02,20.325,G-F,us,University of Connecticut,2018,2019,25,9.3,2.8,2.1,1.2,0.3,0.0,.394,.419,.357,.500,0.0,.000"
"237,2016,NBA,2,57,MEM,Wang Zhelin\sheliwa01,22.160,C,cn,,,,,,,,,,,,,,,,"
"238,2016,NBA,2,58,BOS,Abdel Nader\naderab01,22.277,F,eg,Iowa State University,2018,2019,109,11.2,3.6,1.7,0.4,0.3,0.2,.387,.432,.333,.667,0.8,.030"
"239,2016,NBA,2,59,SAC,Isaiah Cousins\cousiis01,22.108,G,us,University of Oklahoma,,,,,,,,,,,,,,,"
"240,2016,NBA,2,60,UTA,Tyrone Wallace\wallaty01,22.019,G,us,University of California,2018,2019,92,16.1,5.5,2.2,1.2,0.5,0.2,.435,.464,.237,.674,0.5,.015"
"241,2015,NBA,1,1,MIN,Karl-Anthony Towns\townska01,19.227,C-F,us,University of Kentucky,2016,2019,323,34.4,22.3,11.9,2.6,0.8,1.5,.537,.572,.392,.836,45.4,.196"
"242,2015,NBA,1,2,LAL,D'Angelo Russell\russeda01,19.127,G,us,Ohio State University,2016,2019,272,28.5,16.5,3.7,5.1,1.2,0.2,.419,.465,.353,.762,6.6,.041"
"243,2015,NBA,1,3,PHI,Jahlil Okafor\okafoja01,19.197,C-F,us,Duke University,2016,2019,190,21.1,11.5,5.1,0.9,0.3,0.9,.530,.533,.200,.679,5.3,.063"
"244,2015,NBA,1,4,NYK,Kristaps Porzi??is\porzikr01,19.332,F-C,lv,,2016,2018,186,31.0,17.8,7.1,1.3,0.7,2.0,.437,.467,.361,.804,12.1,.100"
"245,2015,NBA,1,5,ORL,Mario Hezonja\hezonma01,20.125,F-G,hr,,2016,2019,277,18.9,7.3,3.0,1.3,0.7,0.3,.417,.484,.321,.811,2.4,.022"
"246,2015,NBA,1,6,SAC,Willie Cauley-Stein\caulewi01,21.316,F-C,us,University of Kentucky,2016,2019,295,24.0,10.1,6.4,1.6,0.9,0.8,.534,.536,.222,.611,17.4,.118"
"247,2015,NBA,1,7,DEN,Emmanuel Mudiay\mudiaem01,19.116,G,cd,,2016,2019,246,25.7,11.8,3.1,4.2,0.8,0.3,.393,.422,.320,.742,-1.2,-0.009"
"248,2015,NBA,1,8,DET,Stanley Johnson\johnsst04,19.031,F,us,University of Arizona,2016,2019,285,21.6,7.0,3.4,1.5,0.9,0.2,.374,.430,.293,.764,3.3,.026"
"249,2015,NBA,1,9,CHO,Frank Kaminsky\kaminfr01,22.087,F-C,us,University of Wisconsin,2016,2019,282,22.2,9.8,4.0,1.6,0.5,0.4,.419,.468,.349,.760,11.0,.084"
"250,2015,NBA,1,10,MIA,Justise Winslow\winslju01,19.095,F,us,Duke University,2016,2019,230,28.2,8.9,5.3,2.7,1.0,0.4,.419,.448,.343,.644,7.8,.057"
"251,2015,NBA,1,11,IND,Myles Turner\turnemy01,19.097,C-F,us,University of Texas at Austin,2016,2019,280,28.1,12.9,6.7,1.2,0.7,2.1,.495,.522,.363,.771,22.1,.135"
"252,2015,NBA,1,12,UTA,Trey Lyles\lylestr01,19.237,F,ca,University of Kentucky,2016,2019,288,17.5,7.6,3.9,1.1,0.4,0.3,.431,.495,.331,.705,8.1,.077"
"253,2015,NBA,1,13,PHO,Devin Booker\bookede01,18.242,G,us,University of Kentucky,2016,2019,272,32.9,21.4,3.5,4.2,0.8,0.3,.437,.477,.354,.854,9.8,.053"
"254,2015,NBA,1,14,OKC,Cameron Payne\payneca01,20.326,G,us,Murray State University,2016,2019,153,16.0,6.0,1.8,2.5,0.7,0.2,.397,.443,.331,.775,2.2,.044"
"255,2015,NBA,1,15,ATL,Kelly Oubre\oubreke01,19.203,F,us,University of Kansas,2016,2019,292,22.1,9.4,3.7,0.8,0.8,0.4,.424,.500,.321,.778,8.3,.062"
"256,2015,NBA,1,16,BOS,Terry Rozier\roziete01,21.105,G,us,University of Louisville,2016,2019,272,20.0,7.7,3.6,2.3,0.7,0.2,.380,.404,.354,.777,9.9,.088"
"257,2015,NBA,1,17,MIL,Rashad Vaughn\vaughra01,18.317,G,us,University of Nevada Las Vegas,2016,2018,139,12.0,3.0,1.1,0.5,0.4,0.2,.337,.366,.313,.692,-0.6,-0.017"
"258,2015,NBA,1,18,HOU,Sam Dekker\dekkesa01,21.055,F,us,University of Wisconsin,2016,2019,200,15.5,5.5,3.0,0.8,0.5,0.2,.478,.570,.288,.606,5.4,.083"
"259,2015,NBA,1,19,WAS,Jerian Grant\grantje02,22.264,G,us,University of Notre Dame,2016,2019,273,18.0,6.1,1.9,2.9,0.7,0.1,.412,.465,.324,.771,8.3,.081"
"260,2015,NBA,1,20,TOR,Delon Wright\wrighde01,23.065,G,us,University of Utah,2016,2019,198,19.2,7.4,2.8,2.7,1.0,0.4,.445,.495,.332,.796,10.5,.132"
"261,2015,NBA,1,21,DAL,Justin Anderson\anderju01,21.223,G,us,University of Virginia,2016,2019,216,13.2,5.3,2.6,0.7,0.4,0.3,.419,.523,.302,.778,4.7,.079"
"262,2015,NBA,1,22,CHI,Bobby Portis\portibo01,20.140,F,us,University of Arkansas,2016,2019,249,20.3,10.2,6.2,1.1,0.5,0.3,.458,.490,.361,.751,9.0,.085"
"263,2015,NBA,1,23,POR,Rondae Hollis-Jefferson\holliro01,20.178,F,us,University of Arizona,2016,2019,234,23.6,9.9,5.9,2.0,1.0,0.6,.444,.468,.223,.739,9.1,.079"
"264,2015,NBA,1,24,CLE,Tyus Jones\jonesty01,19.050,G,us,Duke University,2016,2019,247,17.7,5.1,1.5,3.3,1.0,0.1,.419,.464,.333,.819,8.4,.092"
"265,2015,NBA,1,25,MEM,Jarell Martin\martija01,21.037,F,us,Louisiana State University,2016,2019,184,15.9,5.4,3.5,0.6,0.4,0.4,.434,.457,.346,.766,3.2,.053"
"266,2015,NBA,1,26,SAS,Nikola Milutinov\milutni01,20.182,C,rs,,,,,,,,,,,,,,,,"
"267,2015,NBA,1,27,LAL,Larry Nance\nancela02,22.180,F-C,us,University of Wyoming,2016,2019,259,22.9,7.7,6.5,1.7,1.3,0.5,.539,.566,.295,.698,16.4,.133"
"268,2015,NBA,1,28,BOS,R.J. Hunter\hunterj01,21.249,G,us,Georgia State University,2016,2019,45,8.8,3.0,1.0,0.4,0.4,0.1,.371,.523,.295,.818,0.4,.051"
"269,2015,NBA,1,29,BRK,Chris McCullough\mcculch01,20.145,F,us,Syracuse University,2016,2018,59,9.0,3.3,1.9,0.3,0.5,0.3,.426,.470,.306,.548,0.6,.054"
"270,2015,NBA,1,30,GSW,Kevon Looney\looneke01,19.144,F-C,us,University of California Los Angeles,2016,2019,204,14.0,4.5,3.8,1.0,0.5,0.6,.595,.611,.192,.593,10.3,.172"
"271,2015,NBA,2,31,MIN,Cedi Osman\osmande01,20.083,F,mk,,2018,2019,137,22.7,9.0,3.5,1.7,0.6,0.1,.437,.506,.351,.736,2.4,.036"
"272,2015,NBA,2,32,HOU,Montrezl Harrell\harremo01,21.155,F-C,us,University of Louisville,2016,2019,255,19.2,11.2,4.4,1.2,0.5,0.8,.629,.637,.156,.629,19.2,.188"
"273,2015,NBA,2,33,BOS,Jordan Mickey\mickejo01,20.356,F,us,Louisiana State University,2016,2018,64,7.5,2.4,2.0,0.3,0.1,0.4,.449,.496,.118,.605,0.5,.050"
"274,2015,NBA,2,34,LAL,Anthony Brown\brownan02,22.263,F-G,us,Stanford University,2016,2018,41,18.6,3.9,2.5,0.7,0.5,0.1,.328,.380,.286,.850,-0.2,-0.016"
"275,2015,NBA,2,35,PHI,Willy Hernangómez\hernawi01,21.034,C,es,,2017,2019,178,14.8,7.0,5.6,1.1,0.4,0.4,.530,.543,.364,.696,7.8,.142"
"276,2015,NBA,2,36,MIN,Rakeem Christmas\chrisra01,23.212,F,us,Syracuse University,2016,2017,30,7.5,2.1,1.9,0.1,0.1,0.2,.467,.467,,.724,0.5,.105"
"277,2015,NBA,2,37,PHI,Richaun Holmes\holmeri01,21.258,F-C,us,Bowling Green State University,2016,2019,226,16.9,7.7,4.4,0.9,0.5,0.9,.565,.608,.257,.706,12.4,.155"
"278,2015,NBA,2,38,DET,Darrun Hilliard\hillida01,22.078,G,us,Villanova University,2016,2018,91,9.4,3.2,0.9,0.8,0.2,0.0,.377,.420,.304,.747,0.3,.016"
"279,2015,NBA,2,39,CHO,Juan Pablo Vaulet\vauleju01,19.099,F,ar,,,,,,,,,,,,,,,,"
"280,2015,NBA,2,40,MIA,Josh Richardson\richajo01,21.288,G,us,University of Tennessee,2016,2019,259,30.7,12.1,3.2,2.9,1.1,0.7,.425,.467,.368,.821,15.7,.095"
"281,2015,NBA,2,41,BRK,Pat Connaughton\connapa01,22.175,G,us,University of Notre Dame,2016,2019,216,14.9,4.6,2.3,1.2,0.3,0.2,.439,.544,.349,.796,6.8,.101"
"282,2015,NBA,2,42,UTA,Olivier Hanlan\hanlaol01,22.135,G,ca,Boston College,,,,,,,,,,,,,,,"
"283,2015,NBA,2,43,IND,Joe Young\youngjo01,23.003,G,us,University of Oregon,2016,2018,127,8.5,3.4,1.0,0.9,0.3,0.0,.393,.438,.296,.768,0.4,.016"
"284,2015,NBA,2,44,PHO,Andrew Harrison\harrian01,20.245,G,us,University of Kentucky,2017,2019,145,20.6,7.0,2.0,2.8,0.7,0.3,.373,.422,.294,.779,3.2,.051"
"285,2015,NBA,2,45,BOS,Marcus Thornton\thornma02,22.141,G,us,College of William & Mary,,,,,,,,,,,,,,,"
"286,2015,NBA,2,46,MIL,Norman Powell\powelno01,22.036,G,us,University of California Los Angeles,2016,2019,255,16.8,7.1,2.1,1.2,0.6,0.2,.442,.510,.345,.807,7.3,.082"
"287,2015,NBA,2,47,PHI,Art?ras Gudaitis\gudaiar01,22.011,C,lt,,,,,,,,,,,,,,,,"
"288,2015,NBA,2,48,OKC,Dakari Johnson\johnsda04,19.281,C,us,University of Kentucky,2018,2018,31,5.2,1.8,1.1,0.3,0.2,0.3,.564,.564,,.550,0.6,.178"
"289,2015,NBA,2,49,WAS,Aaron White\whiteaa01,22.293,F,us,University of Iowa,,,,,,,,,,,,,,,"
"290,2015,NBA,2,50,ATL,Marcus Eriksson\eriksma01,21.207,G,se,,,,,,,,,,,,,,,,"
"291,2015,NBA,2,51,ORL,Tyler Harvey\harvety01,21.348,G,us,Eastern Washington University,,,,,,,,,,,,,,,"
"292,2015,NBA,2,52,DAL,Satnam Singh Bhamara\singhsa01,19.202,C,in,,,,,,,,,,,,,,,,"
"293,2015,NBA,2,53,CLE,Sir'Dominic Pointer\pointsi01,23.055,G-F,us,St. John's University,,,,,,,,,,,,,,,"
"294,2015,NBA,2,54,UTA,Dani Díez de la Faya\diezda01,22.084,F,es,,,,,,,,,,,,,,,,"
"295,2015,NBA,2,55,SAS,Cady Lalanne\lalanca01,23.069,C,ht,University of Massachusetts Amherst,,,,,,,,,,,,,,,"
"296,2015,NBA,2,56,NOP,Branden Dawson\dawsobr01,22.149,F,us,Michigan State University,2016,2016,6,4.8,0.8,0.7,0.0,0.0,0.2,.400,.400,,1.000,0.0,.069"
"297,2015,NBA,2,57,DEN,Nikola Radi?evi?\radicni01,21.066,G,rs,,,,,,,,,,,,,,,,"
"298,2015,NBA,2,58,PHI,J.P. Tokoto\tokotjp01,21.288,G-F,us,University of North Carolina,,,,,,,,,,,,,,,"
"299,2015,NBA,2,59,ATL,Dimitrios Agravanis\agravdi01,20.192,F-C,gr,,,,,,,,,,,,,,,,"
"300,2015,NBA,2,60,PHI,Luka Mitrovi?\mitrolu01,22.101,F,rs,,,,,,,,,,,,,,,,"
"301,2014,NBA,1,1,CLE,Andrew Wiggins\wiggian01,19.128,F-G,ca,University of Kansas,2015,2019,400,36.0,19.4,4.3,2.2,1.0,0.6,.440,.467,.332,.735,13.0,.044"
"302,2014,NBA,1,2,MIL,Jabari Parker\parkeja01,19.108,F,us,Duke University,2015,2019,247,29.7,15.1,5.7,2.1,0.9,0.4,.491,.521,.337,.739,11.6,.076"
"303,2014,NBA,1,3,PHI,Joel Embiid\embiijo01,20.107,C,cm,University of Kansas,2017,2019,158,30.7,24.3,11.4,3.2,0.7,2.0,.481,.526,.315,.788,16.8,.166"
"304,2014,NBA,1,4,ORL,Aaron Gordon\gordoaa01,18.288,F,us,University of Arizona,2015,2019,341,27.9,12.5,6.2,2.2,0.8,0.6,.450,.512,.321,.707,18.0,.091"
"305,2014,NBA,1,5,UTA,Dante Exum\exumda01,18.353,G,au,,2015,2019,204,19.3,5.9,1.8,2.3,0.4,0.2,.400,.477,.304,.770,2.7,.033"
